team	result	side	ballot	adjudicators
Mater dea	1st	Opening Government	View Ballot	Alex LovellⒸ , Hudáky Márton
EJG Prove Us Wrong	2nd	Opening Opposition	View Ballot	Alex LovellⒸ , Hudáky Márton
Munich O&#x27;Galexi	4th	Closing Government	View Ballot	Alex LovellⒸ , Hudáky Márton
Papa Smurf is a leader of utopian c	3rd	Closing Opposition	View Ballot	Alex LovellⒸ , Hudáky Márton
Fake it till you make it	2nd	Opening Government	View Ballot	Peter WuⒸ , Alexandra Szemere
The Twitterati	1st	Opening Opposition	View Ballot	Peter WuⒸ , Alexandra Szemere
EJG Barika	4th	Closing Government	View Ballot	Peter WuⒸ , Alexandra Szemere
Sacher	3rd	Closing Opposition	View Ballot	Peter WuⒸ , Alexandra Szemere
Take De Bait	1st	Opening Opposition	View Ballot	Yishai BinnesⒸ , Uzair Tajuddin
Sciences Po A	4th	Closing Government	View Ballot	Yishai BinnesⒸ , Uzair Tajuddin
Knuckles the Echidna Fan Club	2nd	Closing Opposition	View Ballot	Yishai BinnesⒸ , Uzair Tajuddin
Leuven Debating Society	1st	Opening Government	View Ballot	Sinziana StanciuⒸ , Veronica Minesso
Multitran	2nd	Closing Government	View Ballot	Sinziana StanciuⒸ , Veronica Minesso
MCCXXII	4th	Closing Opposition	View Ballot	Sinziana StanciuⒸ , Veronica Minesso
EJG Hápika	2nd	Opening Opposition	View Ballot	Matthew HamerⒸ , Ellen McKimm
BP Avengers	3rd	Closing Government	View Ballot	Matthew HamerⒸ , Ellen McKimm
Principled debating	4th	Closing Opposition	View Ballot	Matthew HamerⒸ , Ellen McKimm
One of us sleeps with Polish men an	2nd	Opening Government	View Ballot	Tin PuljićⒸ , Zsombor Kiss , Milica KostinⓉ
USAFA SL &amp; CR	3rd	Opening Opposition	View Ballot	Tin PuljićⒸ , Zsombor Kiss , Milica KostinⓉ
Schnitzels get stitches	1st	Closing Government	View Ballot	Tin PuljićⒸ , Zsombor Kiss , Milica KostinⓉ
Speed and Power	4th	Closing Opposition	View Ballot	Tin PuljićⒸ , Zsombor Kiss , Milica KostinⓉ
The Weber-Garbe Incident	2nd	Opening Government	View Ballot	Oisín BrowneⒸ , Chen Jo Shulman
Funkalinka drinking Unicum	3rd	Opening Opposition	View Ballot	Oisín BrowneⒸ , Chen Jo Shulman
The austrian-dutch coalition	4th	Closing Government	View Ballot	Oisín BrowneⒸ , Chen Jo Shulman
Swing B	1st	Closing Opposition	View Ballot	Oisín BrowneⒸ , Chen Jo Shulman
roko&#x27;s tabtastic	1st	Opening Opposition	View Ballot	Klaudia MaciejewskaⒸ , Nadav Barak
Every Time You Reject a POI Jack&#x27;s 	4th	Closing Government	View Ballot	Klaudia MaciejewskaⒸ , Nadav Barak
Grape	3rd	Closing Opposition	View Ballot	Klaudia MaciejewskaⒸ , Nadav Barak
Swing A	2nd	Opening Government	View Ballot	Craig McDonaldⒸ , Lara Dragojević , Tom ComerⓉ
Technion K&amp;W	4th	Opening Opposition	View Ballot	Craig McDonaldⒸ , Lara Dragojević , Tom ComerⓉ
Freedom for Sealand	1st	Closing Government	View Ballot	Craig McDonaldⒸ , Lara Dragojević , Tom ComerⓉ
Oxford B	3rd	Closing Opposition	View Ballot	Craig McDonaldⒸ , Lara Dragojević , Tom ComerⓉ
HUJI Right Here, RN	1st	Opening Government	View Ballot	Olja BošnjakⒸ , Boris Dragandzhikov , Jasmin GatchevaⓉ
Trucido	3rd	Opening Opposition	View Ballot	Olja BošnjakⒸ , Boris Dragandzhikov , Jasmin GatchevaⓉ
No analysis? How about you analyze 	2nd	Closing Government	View Ballot	Olja BošnjakⒸ , Boris Dragandzhikov , Jasmin GatchevaⓉ
CEU Debate Society	4th	Closing Opposition	View Ballot	Olja BošnjakⒸ , Boris Dragandzhikov , Jasmin GatchevaⓉ
Still an Open secret	3rd	Opening Opposition	View Ballot	Sinziana StanciuⒸ , Veronica Minesso
make words not war	1st	Opening Government	View Ballot	Matthew HamerⒸ , Ellen McKimm
Excited to implement our new VR tra	1st	Opening Government	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Maarja Osi , Daniel OchanaⓉ
UDS here to prep for narrowly missi	3rd	Opening Opposition	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Maarja Osi , Daniel OchanaⓉ
This New Yet Unapproachable Vienna	2nd	Closing Government	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Maarja Osi , Daniel OchanaⓉ
Orange	4th	Closing Opposition	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Maarja Osi , Daniel OchanaⓉ
БАТО БРЕ (bro dude for non-balkan p	2nd	Opening Government	View Ballot	Radko NedyalkovⒸ , Ela Vranić , Dylan BradyⓉ
Munich B	4th	Opening Opposition	View Ballot	Radko NedyalkovⒸ , Ela Vranić , Dylan BradyⓉ
Haifa T&amp;O	1st	Closing Government	View Ballot	Radko NedyalkovⒸ , Ela Vranić , Dylan BradyⓉ
Strijp 1A	3rd	Closing Opposition	View Ballot	Radko NedyalkovⒸ , Ela Vranić , Dylan BradyⓉ
Pakao	1st	Opening Government	View Ballot	Hadar GoldbergⒸ , Zach Godley-McAvoy
Stealth R Us	2nd	Opening Opposition	View Ballot	Hadar GoldbergⒸ , Zach Godley-McAvoy
Mango	4th	Closing Government	View Ballot	Hadar GoldbergⒸ , Zach Godley-McAvoy
