team	result	side	ballot	adjudicators
GoD JM	3rd	Opening Opposition	View Ballot	Jenna HongⒸ , Raihan Rahman , Andrew ShiⓉ
UCL CD	1st	Opening Government	View Ballot	Jenna HongⒸ , Raihan Rahman , Andrew ShiⓉ
Columbia A	2nd	Closing Opposition	View Ballot	Jenna HongⒸ , Raihan Rahman , Andrew ShiⓉ
Wisconsin CT	4th	Closing Government	View Ballot	Jenna HongⒸ , Raihan Rahman , Andrew ShiⓉ
NSU A	1st	Closing Government	View Ballot	Aaron WangⒸ , Basim , Shachar Gold
IIT Bombay CK	2nd	Closing Opposition	View Ballot	Aaron WangⒸ , Basim , Shachar Gold
Rosario C	4th	Opening Government	View Ballot	Aaron WangⒸ , Basim , Shachar Gold
UIUC GX	3rd	Opening Opposition	View Ballot	Aaron WangⒸ , Basim , Shachar Gold
IUT KA	2nd	Closing Opposition	View Ballot	Afzal HussainⒸ , Esther Ayodele , Pranav Anand , Edona CosovicⓉ
Open AZ	3rd	Opening Government	View Ballot	Afzal HussainⒸ , Esther Ayodele , Pranav Anand , Edona CosovicⓉ
Delhi radical marxist feminists	1st	Opening Opposition	View Ballot	Afzal HussainⒸ , Esther Ayodele , Pranav Anand , Edona CosovicⓉ
MDU 0.1m2 galvanised square steel	4th	Closing Government	View Ballot	Afzal HussainⒸ , Esther Ayodele , Pranav Anand , Edona CosovicⓉ
NU BZ	3rd	Closing Opposition	View Ballot	Mishaal SaidⒸ , Saleem Salisu , Shudipto Ahmed
Open GM	4th	Opening Government	View Ballot	Mishaal SaidⒸ , Saleem Salisu , Shudipto Ahmed
KCL CS	2nd	Closing Government	View Ballot	Mishaal SaidⒸ , Saleem Salisu , Shudipto Ahmed
Open Matt and Robi	1st	Opening Opposition	View Ballot	Mishaal SaidⒸ , Saleem Salisu , Shudipto Ahmed
Brown HN	1st	Opening Opposition	View Ballot	Jonathan TuliaoⒸ , Pjotr Koster , Mahle QinaⓉ
Clemson ML	4th	Closing Opposition	View Ballot	Jonathan TuliaoⒸ , Pjotr Koster , Mahle QinaⓉ
Open MR	3rd	Opening Government	View Ballot	Jonathan TuliaoⒸ , Pjotr Koster , Mahle QinaⓉ
USC BF	2nd	Closing Government	View Ballot	Jonathan TuliaoⒸ , Pjotr Koster , Mahle QinaⓉ
HH MZ	3rd	Opening Government	View Ballot	Sachin TisseraⒸ , Vedika Kedia , Zephyr Kabakama , Ong Li HanⓉ
Liverpool AM	1st	Opening Opposition	View Ballot	Sachin TisseraⒸ , Vedika Kedia , Zephyr Kabakama , Ong Li HanⓉ
Open MT	2nd	Closing Opposition	View Ballot	Sachin TisseraⒸ , Vedika Kedia , Zephyr Kabakama , Ong Li HanⓉ
UNIMET GR	4th	Closing Government	View Ballot	Sachin TisseraⒸ , Vedika Kedia , Zephyr Kabakama , Ong Li HanⓉ
Colombo HK	3rd	Closing Opposition	View Ballot	Eli FerrellⒸ , Naman Singh Vig , Jasmine GoncalvesⓉ
Georgia Tech Willage Warriors	1st	Opening Government	View Ballot	Eli FerrellⒸ , Naman Singh Vig , Jasmine GoncalvesⓉ
WUDU 3	2nd	Opening Opposition	View Ballot	Eli FerrellⒸ , Naman Singh Vig , Jasmine GoncalvesⓉ
FTU NT	4th	Closing Government	View Ballot	Eli FerrellⒸ , Naman Singh Vig , Jasmine GoncalvesⓉ
Chicago HS	3rd	Closing Opposition	View Ballot	Krish SinghⒸ , Collins Chinonso , Lan TranⓉ
LUMS KT	2nd	Opening Opposition	View Ballot	Krish SinghⒸ , Collins Chinonso , Lan TranⓉ
Rosario D	4th	Closing Government	View Ballot	Krish SinghⒸ , Collins Chinonso , Lan TranⓉ
PUCP EN	1st	Opening Government	View Ballot	Krish SinghⒸ , Collins Chinonso , Lan TranⓉ
Clemson GO	4th	Closing Opposition	View Ballot	Pinelle BikoutaⒸ , Gianluca LoPorto , Kunal Dhawan , Jake MacDuffⓉ
Clemson AF	2nd	Closing Government	View Ballot	Pinelle BikoutaⒸ , Gianluca LoPorto , Kunal Dhawan , Jake MacDuffⓉ
Duke RY	1st	Opening Government	View Ballot	Pinelle BikoutaⒸ , Gianluca LoPorto , Kunal Dhawan , Jake MacDuffⓉ
Rosario D-UCV	3rd	Opening Opposition	View Ballot	Pinelle BikoutaⒸ , Gianluca LoPorto , Kunal Dhawan , Jake MacDuffⓉ
Chicago MP	3rd	Opening Opposition	View Ballot	Daniella Louise S. BarbacenaⒸ , Aryan , Jane Mentzinger
HH BY	2nd	Opening Government	View Ballot	Daniella Louise S. BarbacenaⒸ , Aryan , Jane Mentzinger
WUDU 1	4th	Closing Opposition	View Ballot	Daniella Louise S. BarbacenaⒸ , Aryan , Jane Mentzinger
Ted owns his shit	1st	Closing Government	View Ballot	Daniella Louise S. BarbacenaⒸ , Aryan , Jane Mentzinger
Copenhagen PS	1st	Closing Government	View Ballot	Adrian DuqueⒸ , Alif Hossain
RMIT DV	4th	Opening Opposition	View Ballot	Adrian DuqueⒸ , Alif Hossain
BAC UM we will be BAC	2nd	Closing Opposition	View Ballot	Adrian DuqueⒸ , Alif Hossain
Denison - Olympia Schools Chester	3rd	Opening Government	View Ballot	Adrian DuqueⒸ , Alif Hossain
Chicago CP	1st	Opening Opposition	View Ballot	Youngwoo ParkⒸ , Tousif Tanvir Alam , Weronika HupertⓉ
Columbia CM	2nd	Closing Opposition	View Ballot	Youngwoo ParkⒸ , Tousif Tanvir Alam , Weronika HupertⓉ
Malaya/Taylor&#x27;s SA	4th	Opening Government	View Ballot	Youngwoo ParkⒸ , Tousif Tanvir Alam , Weronika HupertⓉ
we wood ruff yu up	3rd	Closing Government	View Ballot	Youngwoo ParkⒸ , Tousif Tanvir Alam , Weronika HupertⓉ
Amherst GT	1st	Opening Opposition	View Ballot	Rishabh GuptaⒸ , Aryan Khokher , Syed Hamza Javaid , Landon ProkopinskiⓉ
HWS Danny’s Disciples	4th	Closing Opposition	View Ballot	Rishabh GuptaⒸ , Aryan Khokher , Syed Hamza Javaid , Landon ProkopinskiⓉ
CU A	2nd	Closing Government	View Ballot	Rishabh GuptaⒸ , Aryan Khokher , Syed Hamza Javaid , Landon ProkopinskiⓉ
HWS RT	3rd	Opening Government	View Ballot	Rishabh GuptaⒸ , Aryan Khokher , Syed Hamza Javaid , Landon ProkopinskiⓉ
Khalsa SV	1st	Opening Government	View Ballot	Wurdaan KashifⒸ , Rubaiyat Samad , Nadia BlouinⓉ
MSU Timella de Vil	3rd	Closing Government	View Ballot	Wurdaan KashifⒸ , Rubaiyat Samad , Nadia BlouinⓉ
HWS BM	2nd	Opening Opposition	View Ballot	Wurdaan KashifⒸ , Rubaiyat Samad , Nadia BlouinⓉ
MSU Hannahble Esther	4th	Closing Opposition	View Ballot	Wurdaan KashifⒸ , Rubaiyat Samad , Nadia BlouinⓉ
Cornell GL	4th	Closing Government	View Ballot	Tarun RuschmeierⒸ , Nkosilathi Nkala , Tengku Omar
Inner Temple B	2nd	Opening Government	View Ballot	Tarun RuschmeierⒸ , Nkosilathi Nkala , Tengku Omar
Open Matt and Paula	1st	Closing Opposition	View Ballot	Tarun RuschmeierⒸ , Nkosilathi Nkala , Tengku Omar
Prinkston	3rd	Opening Opposition	View Ballot	Tarun RuschmeierⒸ , Nkosilathi Nkala , Tengku Omar
Columbia BF	4th	Closing Government	View Ballot	Diego DuarteⒸ , Rose Zhou , Saiyara Islam
UPenn Springfield Immigrants	2nd	Opening Government	View Ballot	Diego DuarteⒸ , Rose Zhou , Saiyara Islam
Malaya A	1st	Opening Opposition	View Ballot	Diego DuarteⒸ , Rose Zhou , Saiyara Islam
Warsaw HI	3rd	Closing Opposition	View Ballot	Diego DuarteⒸ , Rose Zhou , Saiyara Islam
Georgia Tech SR	3rd	Opening Opposition	View Ballot	Aymaan SheikhⒸ , Thang Tran , Alain HumuraⓉ
Rosario Extrañamos a Juanita	1st	Closing Government	View Ballot	Aymaan SheikhⒸ , Thang Tran , Alain HumuraⓉ
Fordham Rams EV	2nd	Closing Opposition	View Ballot	Aymaan SheikhⒸ , Thang Tran , Alain HumuraⓉ
Rick and Morty	4th	Opening Government	View Ballot	Aymaan SheikhⒸ , Thang Tran , Alain HumuraⓉ
Clemson HK	3rd	Closing Opposition	View Ballot	Kojo O. AcheampongⒸ , Ayush Kanaujia , Laura Zhang , Sarah WillrichⓉ
UA&amp;P Ted &amp; Lily	2nd	Opening Government	View Ballot	Kojo O. AcheampongⒸ , Ayush Kanaujia , Laura Zhang , Sarah WillrichⓉ
EDS C	4th	Closing Government	View Ballot	Kojo O. AcheampongⒸ , Ayush Kanaujia , Laura Zhang , Sarah WillrichⓉ
Addiction help needed	1st	Opening Opposition	View Ballot	Kojo O. AcheampongⒸ , Ayush Kanaujia , Laura Zhang , Sarah WillrichⓉ
Open HM	3rd	Opening Opposition	View Ballot	Pao TainoⒸ , Nafis Hasan Ruman , Tin Puljić , Jodel AvenisⓉ
Oxford C(lutch szn)	1st	Opening Government	View Ballot	Pao TainoⒸ , Nafis Hasan Ruman , Tin Puljić , Jodel AvenisⓉ
Oxford Friendship is Magic	4th	Closing Opposition	View Ballot	Pao TainoⒸ , Nafis Hasan Ruman , Tin Puljić , Jodel AvenisⓉ
Open lubricated probe covers for m	2nd	Closing Government	View Ballot	Pao TainoⒸ , Nafis Hasan Ruman , Tin Puljić , Jodel AvenisⓉ
NTU BL	3rd	Opening Government	View Ballot	Jessica ZapataⒸ , Melina Piatti-Chayan , Zuhaer Ahnaf Talha
Open Raman and Vanni	2nd	Opening Opposition	View Ballot	Jessica ZapataⒸ , Melina Piatti-Chayan , Zuhaer Ahnaf Talha
Rochester NL	4th	Closing Government	View Ballot	Jessica ZapataⒸ , Melina Piatti-Chayan , Zuhaer Ahnaf Talha
UPD AL	1st	Closing Opposition	View Ballot	Jessica ZapataⒸ , Melina Piatti-Chayan , Zuhaer Ahnaf Talha
Cornell KZ	2nd	Opening Government	View Ballot	Rahul DattaⒸ , Andres Revelo , Rameen Khan
TEC CEM Taco Bell version	3rd	Closing Opposition	View Ballot	Rahul DattaⒸ , Andres Revelo , Rameen Khan
Harvard AD	4th	Opening Opposition	View Ballot	Rahul DattaⒸ , Andres Revelo , Rameen Khan
UWODS Tony	1st	Closing Government	View Ballot	Rahul DattaⒸ , Andres Revelo , Rameen Khan
UWODS LU	4th	Closing Government	View Ballot	Aliya FairuzⒸ , Arya Arunav Dash , Geneva Luteria
SRCC KN	3rd	Opening Opposition	View Ballot	Aliya FairuzⒸ , Arya Arunav Dash , Geneva Luteria
Oxford The Couch	2nd	Opening Government	View Ballot	Aliya FairuzⒸ , Arya Arunav Dash , Geneva Luteria
HWS A	1st	Closing Opposition	View Ballot	Aliya FairuzⒸ , Arya Arunav Dash , Geneva Luteria
ETH Zurich AS	3rd	Opening Opposition	View Ballot	Uphie AbdurrahmanⒸ , Brina Verdnik , Mohammed Habib
USC 1	4th	Closing Government	View Ballot	Uphie AbdurrahmanⒸ , Brina Verdnik , Mohammed Habib
UPenn Belt and Road Initiative	2nd	Closing Opposition	View Ballot	Uphie AbdurrahmanⒸ , Brina Verdnik , Mohammed Habib
HUJI AA	1st	Opening Government	View Ballot	Uphie AbdurrahmanⒸ , Brina Verdnik , Mohammed Habib
Pompeu Fabra BG	4th	Opening Government	View Ballot	Emily PaulinⒸ , Clive Mbudaya , Tavish Joshi , Sara RabonⓉ
UFSC OR	3rd	Closing Government	View Ballot	Emily PaulinⒸ , Clive Mbudaya , Tavish Joshi , Sara RabonⓉ
UFMG FV	2nd	Opening Opposition	View Ballot	Emily PaulinⒸ , Clive Mbudaya , Tavish Joshi , Sara RabonⓉ
UFD A	1st	Closing Opposition	View Ballot	Emily PaulinⒸ , Clive Mbudaya , Tavish Joshi , Sara RabonⓉ
MDU AS	4th	Closing Government	View Ballot	Gin NguyenⒸ , Robyn DeMille , Xiao-ke Lu , Tran Mong Thuy Duong (Amy)Ⓣ
Open LI	2nd	Opening Opposition	View Ballot	Gin NguyenⒸ , Robyn DeMille , Xiao-ke Lu , Tran Mong Thuy Duong (Amy)Ⓣ
Open DG	3rd	Opening Government	View Ballot	Gin NguyenⒸ , Robyn DeMille , Xiao-ke Lu , Tran Mong Thuy Duong (Amy)Ⓣ
UPenn China and Greater China	1st	Closing Opposition	View Ballot	Gin NguyenⒸ , Robyn DeMille , Xiao-ke Lu , Tran Mong Thuy Duong (Amy)Ⓣ
MUST stay up all night	3rd	Opening Government	View Ballot	Silin WeiⒸ , Chinwendu Bolaji Ayodele , Brandon JⓉ
BAC no spec all logic	2nd	Opening Opposition	View Ballot	Silin WeiⒸ , Chinwendu Bolaji Ayodele , Brandon JⓉ
EDS if we break we&#x27;ll get married :)	1st	Closing Government	View Ballot	Silin WeiⒸ , Chinwendu Bolaji Ayodele , Brandon JⓉ
RMIT MT	4th	Closing Opposition	View Ballot	Silin WeiⒸ , Chinwendu Bolaji Ayodele , Brandon JⓉ
GoD AK	2nd	Opening Opposition	View Ballot	Ania SawickaⒸ , Emily Distler , Vani BhardwajⓉ
Georgia Tech Tynado	3rd	Closing Opposition	View Ballot	Ania SawickaⒸ , Emily Distler , Vani BhardwajⓉ
HWS RC	1st	Opening Government	View Ballot	Ania SawickaⒸ , Emily Distler , Vani BhardwajⓉ
