team	result	side	ballot	adjudicators
Liverpool AM	3rd	Opening Government	View Ballot	Tawfique ElahiⒸ , William Zhang , Tran Mong Thuy Duong (Amy)Ⓣ
PUCP OR	2nd	Opening Opposition	View Ballot	Tawfique ElahiⒸ , William Zhang , Tran Mong Thuy Duong (Amy)Ⓣ
KCL CS	1st	Closing Opposition	View Ballot	Tawfique ElahiⒸ , William Zhang , Tran Mong Thuy Duong (Amy)Ⓣ
Fordham Rams EV	4th	Closing Government	View Ballot	Tawfique ElahiⒸ , William Zhang , Tran Mong Thuy Duong (Amy)Ⓣ
Brown HN	3rd	Opening Government	View Ballot	Krish SinghⒸ , Eric Severo , Raihan Rahman
Pompeu Fabra BG	2nd	Closing Opposition	View Ballot	Krish SinghⒸ , Eric Severo , Raihan Rahman
Open Absorbent, Yellow, and Porous	1st	Opening Opposition	View Ballot	Krish SinghⒸ , Eric Severo , Raihan Rahman
HWS Danny’s Disciples	4th	Closing Government	View Ballot	Krish SinghⒸ , Eric Severo , Raihan Rahman
Cornell GL	1st	Opening Government	View Ballot	Jenna HongⒸ , Rubaiyat Samad , Ong Li HanⓉ
RMIT DV	4th	Closing Government	View Ballot	Jenna HongⒸ , Rubaiyat Samad , Ong Li HanⓉ
Georgia Tech Tynado	3rd	Opening Opposition	View Ballot	Jenna HongⒸ , Rubaiyat Samad , Ong Li HanⓉ
Calgary Bitorko Onushilon	2nd	Closing Opposition	View Ballot	Jenna HongⒸ , Rubaiyat Samad , Ong Li HanⓉ
UFD A	2nd	Opening Opposition	View Ballot	Ayush KanaujiaⒸ , Pinelle Bikouta , Rameen Khan
Open Raman and Vanni	1st	Closing Opposition	View Ballot	Ayush KanaujiaⒸ , Pinelle Bikouta , Rameen Khan
NTU BT	3rd	Opening Government	View Ballot	Ayush KanaujiaⒸ , Pinelle Bikouta , Rameen Khan
HWS BM	4th	Closing Government	View Ballot	Ayush KanaujiaⒸ , Pinelle Bikouta , Rameen Khan
UPenn Springfield Immigrants	2nd	Opening Opposition	View Ballot	Adrian DuqueⒸ , Tavish Joshi , Zephyr Kabakama
EDS C	4th	Closing Opposition	View Ballot	Adrian DuqueⒸ , Tavish Joshi , Zephyr Kabakama
Oxford B	3rd	Opening Government	View Ballot	Adrian DuqueⒸ , Tavish Joshi , Zephyr Kabakama
HWS A	1st	Closing Government	View Ballot	Adrian DuqueⒸ , Tavish Joshi , Zephyr Kabakama
Chicago HS	3rd	Opening Opposition	View Ballot	Rahul DattaⒸ , Keshav , Edona CosovicⓉ
Vukovar A	1st	Closing Government	View Ballot	Rahul DattaⒸ , Keshav , Edona CosovicⓉ
Addiction help needed	4th	Closing Opposition	View Ballot	Rahul DattaⒸ , Keshav , Edona CosovicⓉ
Warsaw HI	2nd	Opening Government	View Ballot	Rahul DattaⒸ , Keshav , Edona CosovicⓉ
Clemson HK	4th	Opening Opposition	View Ballot	Aymaan SheikhⒸ , Kunal Dhawan , Lan Tran
UFSC OR	2nd	Opening Government	View Ballot	Aymaan SheikhⒸ , Kunal Dhawan , Lan Tran
WUDU 1	1st	Closing Government	View Ballot	Aymaan SheikhⒸ , Kunal Dhawan , Lan Tran
EDS if we break we&#x27;ll get married :)	3rd	Closing Opposition	View Ballot	Aymaan SheikhⒸ , Kunal Dhawan , Lan Tran
GoD AK	3rd	Closing Opposition	View Ballot	Saleem SalisuⒸ , Afzal Hussain , Basim
Clemson AF	4th	Opening Opposition	View Ballot	Saleem SalisuⒸ , Afzal Hussain , Basim
Inner Temple B	1st	Closing Government	View Ballot	Saleem SalisuⒸ , Afzal Hussain , Basim
UWODS Tony	2nd	Opening Government	View Ballot	Saleem SalisuⒸ , Afzal Hussain , Basim
UCL CD	3rd	Closing Government	View Ballot	Wurdaan KashifⒸ , Pranav Anand , Rashi Sharma
Columbia CM	2nd	Opening Government	View Ballot	Wurdaan KashifⒸ , Pranav Anand , Rashi Sharma
MDU LT	4th	Opening Opposition	View Ballot	Wurdaan KashifⒸ , Pranav Anand , Rashi Sharma
HUJI AA	1st	Closing Opposition	View Ballot	Wurdaan KashifⒸ , Pranav Anand , Rashi Sharma
LUMS KT	3rd	Opening Government	View Ballot	Dennis SuⒸ , Naman Singh Vig , Andrew ShiⓉ
Rosario C	4th	Opening Opposition	View Ballot	Dennis SuⒸ , Naman Singh Vig , Andrew ShiⓉ
Open DG	2nd	Closing Opposition	View Ballot	Dennis SuⒸ , Naman Singh Vig , Andrew ShiⓉ
Oxford C(lutch szn)	1st	Closing Government	View Ballot	Dennis SuⒸ , Naman Singh Vig , Andrew ShiⓉ
