team	result	side	ballot	adjudicators
Wisconsin 2	3rd	Opening Opposition	View Ballot	William BerryⒸ , Basil Bob , Mateu Healey-Parera
Colgate 3	2nd	Closing Opposition	View Ballot	William BerryⒸ , Basil Bob , Mateu Healey-Parera
CCDU 2	1st	Closing Government	View Ballot	William BerryⒸ , Basil Bob , Mateu Healey-Parera
Middlebury 1	4th	Opening Government	View Ballot	William BerryⒸ , Basil Bob , Mateu Healey-Parera
L&amp;C 3	4th	Opening Government	View Ballot	Benny NicholsonⒸ , Briana Villatoro , Regina Delgado Acevedo
Bates 1	2nd	Closing Opposition	View Ballot	Benny NicholsonⒸ , Briana Villatoro , Regina Delgado Acevedo
Wheaton 1	1st	Closing Government	View Ballot	Benny NicholsonⒸ , Briana Villatoro , Regina Delgado Acevedo
Cornell 4	3rd	Opening Opposition	View Ballot	Benny NicholsonⒸ , Briana Villatoro , Regina Delgado Acevedo
JHU 1	3rd	Opening Government	View Ballot	Rohan KapoorⒸ , Gaveal Fan , Sriya Donepudi
Princeton/PDP 1	2nd	Closing Opposition	View Ballot	Rohan KapoorⒸ , Gaveal Fan , Sriya Donepudi
Harvard 3	4th	Closing Government	View Ballot	Rohan KapoorⒸ , Gaveal Fan , Sriya Donepudi
UPenn 1	1st	Opening Opposition	View Ballot	Rohan KapoorⒸ , Gaveal Fan , Sriya Donepudi
Harvard 2	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Ben Shaw , Daniel Yoon
Harvard 4	1st	Opening Opposition	View Ballot	Pranav AnandⒸ , Ben Shaw , Daniel Yoon
USC 2	3rd	Closing Opposition	View Ballot	Pranav AnandⒸ , Ben Shaw , Daniel Yoon
HWS 2	4th	Closing Government	View Ballot	Pranav AnandⒸ , Ben Shaw , Daniel Yoon
TDS 1	3rd	Closing Opposition	View Ballot	Claire YuⒸ , Juan de Maqua
Stanford 1	2nd	Opening Government	View Ballot	Claire YuⒸ , Juan de Maqua
Stanford 3	1st	Opening Opposition	View Ballot	Claire YuⒸ , Juan de Maqua
Columbia 3	4th	Closing Government	View Ballot	Claire YuⒸ , Juan de Maqua
UCLA 3	3rd	Closing Government	View Ballot	Sophia ZuoⒸ , Molly Callaghan , Rushika Prasad
Wisconsin 1	1st	Closing Opposition	View Ballot	Sophia ZuoⒸ , Molly Callaghan , Rushika Prasad
Wisconsin 4	4th	Opening Opposition	View Ballot	Sophia ZuoⒸ , Molly Callaghan , Rushika Prasad
HWS 1	2nd	Opening Government	View Ballot	Sophia ZuoⒸ , Molly Callaghan , Rushika Prasad
USC 1	4th	Closing Government	View Ballot	Diggory WaddleⒸ , Aaron Wang , Samantha Rippetoe
Cornell 1	1st	Opening Opposition	View Ballot	Diggory WaddleⒸ , Aaron Wang , Samantha Rippetoe
Dartmouth 1	3rd	Closing Opposition	View Ballot	Diggory WaddleⒸ , Aaron Wang , Samantha Rippetoe
