team	result	side	ballot	adjudicators
JHU 1	1st	Closing Opposition	View Ballot	Kayla PowersⒸ , Claire Yu , Sriya Donepudi
Harvard 1	2nd	Opening Opposition	View Ballot	Kayla PowersⒸ , Claire Yu , Sriya Donepudi
Harvard 2	4th	Closing Government	View Ballot	Kayla PowersⒸ , Claire Yu , Sriya Donepudi
Harvard 4	3rd	Opening Government	View Ballot	Kayla PowersⒸ , Claire Yu , Sriya Donepudi
Berkeley 1	3rd	Closing Government	View Ballot	Molly CallaghanⒸ , John Harun-Delong , Mia Cimino
Cornell 10	4th	Opening Government	View Ballot	Molly CallaghanⒸ , John Harun-Delong , Mia Cimino
Columbia 3	2nd	Closing Opposition	View Ballot	Molly CallaghanⒸ , John Harun-Delong , Mia Cimino
UPenn 2	1st	Opening Opposition	View Ballot	Molly CallaghanⒸ , John Harun-Delong , Mia Cimino
Wisconsin 2	1st	Closing Government	View Ballot	Laura ZhangⒸ , Abbott Howe , Regina Delgado Acevedo
Bates 3	2nd	Opening Government	View Ballot	Laura ZhangⒸ , Abbott Howe , Regina Delgado Acevedo
Colgate 4	3rd	Opening Opposition	View Ballot	Laura ZhangⒸ , Abbott Howe , Regina Delgado Acevedo
Bard 2	4th	Closing Opposition	View Ballot	Laura ZhangⒸ , Abbott Howe , Regina Delgado Acevedo
Wisconsin 1	3rd	Closing Government	View Ballot	Devesh KodnaniⒸ , Aaron Wang
USC 1	2nd	Opening Government	View Ballot	Devesh KodnaniⒸ , Aaron Wang
Princeton/PDP 4	1st	Opening Opposition	View Ballot	Devesh KodnaniⒸ , Aaron Wang
USC 2	4th	Closing Opposition	View Ballot	Devesh KodnaniⒸ , Aaron Wang
Cornell 1	3rd	Closing Opposition	View Ballot	Anum NaseerⒸ , Germaine Barrett , Rohan Kapoor
Princeton/PDP 1	1st	Opening Opposition	View Ballot	Anum NaseerⒸ , Germaine Barrett , Rohan Kapoor
Harvard 5	4th	Closing Government	View Ballot	Anum NaseerⒸ , Germaine Barrett , Rohan Kapoor
UPenn 1	2nd	Opening Government	View Ballot	Anum NaseerⒸ , Germaine Barrett , Rohan Kapoor
TDS 2	2nd	Closing Opposition	View Ballot	Ben FrazerⒸ , Dane Sprague
Bates 1	4th	Opening Government	View Ballot	Ben FrazerⒸ , Dane Sprague
Bates 2	1st	Opening Opposition	View Ballot	Ben FrazerⒸ , Dane Sprague
Cornell 6	3rd	Closing Government	View Ballot	Ben FrazerⒸ , Dane Sprague
Stanford 1	4th	Closing Opposition	View Ballot	Jevon HenryⒸ , Benny Nicholson , Joe Gantt
Cornell 2	2nd	Closing Government	View Ballot	Jevon HenryⒸ , Benny Nicholson , Joe Gantt
Columbia 1	1st	Opening Opposition	View Ballot	Jevon HenryⒸ , Benny Nicholson , Joe Gantt
HWS 2	3rd	Opening Government	View Ballot	Jevon HenryⒸ , Benny Nicholson , Joe Gantt
Wisconsin 3	1st	Opening Opposition	View Ballot	Natalie PembertonⒸ , Basil Bob , Daniel Yoon
Colgate 1	2nd	Closing Opposition	View Ballot	Natalie PembertonⒸ , Basil Bob , Daniel Yoon
CCDU 1	4th	Closing Government	View Ballot	Natalie PembertonⒸ , Basil Bob , Daniel Yoon
Middlebury 3	3rd	Opening Government	View Ballot	Natalie PembertonⒸ , Basil Bob , Daniel Yoon
Yale 3	4th	Closing Opposition	View Ballot	Gaveal FanⒸ , Austin Thoma
USC 3	2nd	Opening Opposition	View Ballot	Gaveal FanⒸ , Austin Thoma
Berkeley 2	3rd	Opening Government	View Ballot	Gaveal FanⒸ , Austin Thoma
HWS 1	1st	Closing Government	View Ballot	Gaveal FanⒸ , Austin Thoma
Berkeley 4	3rd	Closing Opposition	View Ballot	Juan de MaquaⒸ , Rushika Prasad , Samantha Rippetoe
Colgate 2	4th	Opening Opposition	View Ballot	Juan de MaquaⒸ , Rushika Prasad , Samantha Rippetoe
Rochester 6	1st	Opening Government	View Ballot	Juan de MaquaⒸ , Rushika Prasad , Samantha Rippetoe
UPenn 3	2nd	Closing Government	View Ballot	Juan de MaquaⒸ , Rushika Prasad , Samantha Rippetoe
L&amp;C 2	2nd	Opening Government	View Ballot	Audrey MelodyⒸ , Christina Harrah , Naidhruva Deb
Berkeley 3	3rd	Closing Opposition	View Ballot	Audrey MelodyⒸ , Christina Harrah , Naidhruva Deb
CCDU 2	1st	Opening Opposition	View Ballot	Audrey MelodyⒸ , Christina Harrah , Naidhruva Deb
Cornell 11	4th	Closing Government	View Ballot	Audrey MelodyⒸ , Christina Harrah , Naidhruva Deb
L&amp;C 1	2nd	Opening Opposition	View Ballot	Amy ZhouⒸ , Louis Arnoult Coustafreda , Mason Kung
L&amp;C 3	4th	Closing Government	View Ballot	Amy ZhouⒸ , Louis Arnoult Coustafreda , Mason Kung
Middlebury 1	1st	Closing Opposition	View Ballot	Amy ZhouⒸ , Louis Arnoult Coustafreda , Mason Kung
Middlebury 2	3rd	Opening Government	View Ballot	Amy ZhouⒸ , Louis Arnoult Coustafreda , Mason Kung
Yale 1	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Genevieve Moore , Mateu Healey-Parera
Berkeley 5	3rd	Closing Government	View Ballot	Pranav AnandⒸ , Genevieve Moore , Mateu Healey-Parera
Bard 1	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , Genevieve Moore , Mateu Healey-Parera
Princeton/PDP 2	1st	Opening Opposition	View Ballot	Pranav AnandⒸ , Genevieve Moore , Mateu Healey-Parera
Wheaton 1	1st	Closing Opposition	View Ballot	Drew HarringtonⒸ , Neerusha Phuyal , Rishi Hazra
Cornell 4	4th	Opening Government	View Ballot	Drew HarringtonⒸ , Neerusha Phuyal , Rishi Hazra
Rochester 4	2nd	Closing Government	View Ballot	Drew HarringtonⒸ , Neerusha Phuyal , Rishi Hazra
Rochester 5	3rd	Opening Opposition	View Ballot	Drew HarringtonⒸ , Neerusha Phuyal , Rishi Hazra
UCLA 3	2nd	Opening Opposition	View Ballot	Diggory WaddleⒸ , Ben Shaw , Eddy Xu
TDS 1	3rd	Opening Government	View Ballot	Diggory WaddleⒸ , Ben Shaw , Eddy Xu
Princeton/PDP 3	1st	Closing Opposition	View Ballot	Diggory WaddleⒸ , Ben Shaw , Eddy Xu
Columbia 2	4th	Closing Government	View Ballot	Diggory WaddleⒸ , Ben Shaw , Eddy Xu
UCLA 2	2nd	Opening Opposition	View Ballot	Clarence BrontëⒸ , Ronaldo Blake , Thomas Decugis
Wisconsin 4	1st	Closing Opposition	View Ballot	Clarence BrontëⒸ , Ronaldo Blake , Thomas Decugis
Cornell 9	4th	Closing Government	View Ballot	Clarence BrontëⒸ , Ronaldo Blake , Thomas Decugis
Duke 1	3rd	Opening Government	View Ballot	Clarence BrontëⒸ , Ronaldo Blake , Thomas Decugis
Stanford 2	4th	Opening Opposition	View Ballot	Josh CohenⒸ , Briana Villatoro , Cam Miranda-Radbord
Stanford 3	3rd	Opening Government	View Ballot	Josh CohenⒸ , Briana Villatoro , Cam Miranda-Radbord
Dartmouth 1	1st	Closing Government	View Ballot	Josh CohenⒸ , Briana Villatoro , Cam Miranda-Radbord
Harvard 3	2nd	Closing Opposition	View Ballot	Josh CohenⒸ , Briana Villatoro , Cam Miranda-Radbord
Cornell 3	1st	Closing Government	View Ballot	Ethan ParkⒸ
Cornell 8	4th	Closing Opposition	View Ballot	Ethan ParkⒸ
Colgate 3	3rd	Opening Government	View Ballot	Ethan ParkⒸ
Duke 2	2nd	Opening Opposition	View Ballot	Ethan ParkⒸ
