team	result	side	ballot	adjudicators
Bates 3	3rd	Opening Opposition	View Ballot	Austin ThomaⒸ , Molly Callaghan
Cornell 5	4th	Opening Government	View Ballot	Austin ThomaⒸ , Molly Callaghan
Bard 2	2nd	Closing Government	View Ballot	Austin ThomaⒸ , Molly Callaghan
Swing Set	1st	Closing Opposition	View Ballot	Austin ThomaⒸ , Molly Callaghan
USC 1	3rd	Opening Opposition	View Ballot	Josh CohenⒸ , Ronaldo Blake , Rushika Prasad
Harvard 1	1st	Opening Government	View Ballot	Josh CohenⒸ , Ronaldo Blake , Rushika Prasad
Harvard 2	2nd	Closing Opposition	View Ballot	Josh CohenⒸ , Ronaldo Blake , Rushika Prasad
USC 2	4th	Closing Government	View Ballot	Josh CohenⒸ , Ronaldo Blake , Rushika Prasad
JHU 1	3rd	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Drew Harrington , Neerusha Phuyal
Cornell 1	1st	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Drew Harrington , Neerusha Phuyal
Princeton/PDP 1	2nd	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Drew Harrington , Neerusha Phuyal
UPenn 1	4th	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Drew Harrington , Neerusha Phuyal
Wisconsin 3	4th	Closing Opposition	View Ballot	Audrey MelodyⒸ , Mateu Healey-Parera
Bates 2	2nd	Opening Opposition	View Ballot	Audrey MelodyⒸ , Mateu Healey-Parera
Rochester 4	3rd	Opening Government	View Ballot	Audrey MelodyⒸ , Mateu Healey-Parera
UPenn 2	1st	Closing Government	View Ballot	Audrey MelodyⒸ , Mateu Healey-Parera
Stanford 1	1st	Opening Opposition	View Ballot	Kayla PowersⒸ , Ethan Park , Mason Kung
Berkeley 2	4th	Closing Opposition	View Ballot	Kayla PowersⒸ , Ethan Park , Mason Kung
Princeton/PDP 3	2nd	Closing Government	View Ballot	Kayla PowersⒸ , Ethan Park , Mason Kung
Columbia 2	3rd	Opening Government	View Ballot	Kayla PowersⒸ , Ethan Park , Mason Kung
Dartmouth 1	4th	Opening Government	View Ballot	Anum NaseerⒸ , Daksha Pillai , Sriya Donepudi
Harvard 3	3rd	Opening Opposition	View Ballot	Anum NaseerⒸ , Daksha Pillai , Sriya Donepudi
Harvard 4	1st	Closing Opposition	View Ballot	Anum NaseerⒸ , Daksha Pillai , Sriya Donepudi
Harvard 5	2nd	Closing Government	View Ballot	Anum NaseerⒸ , Daksha Pillai , Sriya Donepudi
UCLA 3	1st	Closing Opposition	View Ballot	Claire YuⒸ , Amy Zhou , Linh Tran
USC 3	2nd	Closing Government	View Ballot	Claire YuⒸ , Amy Zhou , Linh Tran
Cornell 6	3rd	Opening Opposition	View Ballot	Claire YuⒸ , Amy Zhou , Linh Tran
Columbia 3	4th	Opening Government	View Ballot	Claire YuⒸ , Amy Zhou , Linh Tran
Stanford 2	2nd	Opening Government	View Ballot	Rohan KapoorⒸ , Juan de Maqua , Laura Zhang
Stanford 3	1st	Closing Government	View Ballot	Rohan KapoorⒸ , Juan de Maqua , Laura Zhang
Berkeley 5	4th	Opening Opposition	View Ballot	Rohan KapoorⒸ , Juan de Maqua , Laura Zhang
HWS 2	3rd	Closing Opposition	View Ballot	Rohan KapoorⒸ , Juan de Maqua , Laura Zhang
Wisconsin 2	4th	Opening Government	View Ballot	Eddy XuⒸ , Samantha Rippetoe
Cornell 3	2nd	Closing Opposition	View Ballot	Eddy XuⒸ , Samantha Rippetoe
Colgate 2	1st	Closing Government	View Ballot	Eddy XuⒸ , Samantha Rippetoe
Colgate 3	3rd	Opening Opposition	View Ballot	Eddy XuⒸ , Samantha Rippetoe
Bates 1	1st	Opening Opposition	View Ballot	Clarence BrontëⒸ , Louis Arnoult Coustafreda , Naidhruva Deb
Berkeley 1	2nd	Opening Government	View Ballot	Clarence BrontëⒸ , Louis Arnoult Coustafreda , Naidhruva Deb
Berkeley 4	4th	Closing Government	View Ballot	Clarence BrontëⒸ , Louis Arnoult Coustafreda , Naidhruva Deb
Middlebury 3	3rd	Closing Opposition	View Ballot	Clarence BrontëⒸ , Louis Arnoult Coustafreda , Naidhruva Deb
Colgate 4	4th	Opening Government	View Ballot	Ben ShawⒸ , Basil Bob
Middlebury 1	1st	Opening Opposition	View Ballot	Ben ShawⒸ , Basil Bob
Duke 2	3rd	Closing Government	View Ballot	Ben ShawⒸ , Basil Bob
Swinning	2nd	Closing Opposition	View Ballot	Ben ShawⒸ , Basil Bob
TDS 2	4th	Closing Government	View Ballot	Cam Miranda-RadbordⒸ , Briana Villatoro , Genevieve Moore
Wisconsin 4	2nd	Opening Government	View Ballot	Cam Miranda-RadbordⒸ , Briana Villatoro , Genevieve Moore
Wheaton 1	3rd	Opening Opposition	View Ballot	Cam Miranda-RadbordⒸ , Briana Villatoro , Genevieve Moore
UCLA 1	1st	Closing Opposition	View Ballot	Cam Miranda-RadbordⒸ , Briana Villatoro , Genevieve Moore
UCLA 2	4th	Opening Government	View Ballot	Diggory WaddleⒸ , Aaron Wang
TDS 1	1st	Closing Government	View Ballot	Diggory WaddleⒸ , Aaron Wang
Cornell 9	3rd	Closing Opposition	View Ballot	Diggory WaddleⒸ , Aaron Wang
HWS 1	2nd	Opening Opposition	View Ballot	Diggory WaddleⒸ , Aaron Wang
Cornell 10	2nd	Opening Opposition	View Ballot	Ben FrazerⒸ , Joe Gantt , Regina Delgado Acevedo
Cornell 11	4th	Closing Opposition	View Ballot	Ben FrazerⒸ , Joe Gantt , Regina Delgado Acevedo
Rochester 5	3rd	Opening Government	View Ballot	Ben FrazerⒸ , Joe Gantt , Regina Delgado Acevedo
Duke 1	1st	Closing Government	View Ballot	Ben FrazerⒸ , Joe Gantt , Regina Delgado Acevedo
Yale 3	4th	Closing Government	View Ballot	Gaveal FanⒸ , Dane Sprague , Rishi Hazra
Wisconsin 1	2nd	Opening Opposition	View Ballot	Gaveal FanⒸ , Dane Sprague , Rishi Hazra
Bard 1	3rd	Opening Government	View Ballot	Gaveal FanⒸ , Dane Sprague , Rishi Hazra
Princeton/PDP 4	1st	Closing Opposition	View Ballot	Gaveal FanⒸ , Dane Sprague , Rishi Hazra
Yale 1	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Christina Harrah , Natalie Pemberton
Cornell 2	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Christina Harrah , Natalie Pemberton
Princeton/PDP 2	4th	Closing Government	View Ballot	Pranav AnandⒸ , Christina Harrah , Natalie Pemberton
Columbia 1	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Christina Harrah , Natalie Pemberton
L&amp;C 1	4th	Opening Government	View Ballot	Germaine BarrettⒸ , Daniel Yoon , John Harun-Delong
L&amp;C 2	2nd	Opening Opposition	View Ballot	Germaine BarrettⒸ , Daniel Yoon , John Harun-Delong
Colgate 1	1st	Closing Government	View Ballot	Germaine BarrettⒸ , Daniel Yoon , John Harun-Delong
Rochester 6	3rd	Closing Opposition	View Ballot	Germaine BarrettⒸ , Daniel Yoon , John Harun-Delong
Cornell 8	4th	Closing Government	View Ballot	Benny NicholsonⒸ , Mia Cimino , Thomas Decugis
CCDU 2	1st	Closing Opposition	View Ballot	Benny NicholsonⒸ , Mia Cimino , Thomas Decugis
Middlebury 2	3rd	Opening Opposition	View Ballot	Benny NicholsonⒸ , Mia Cimino , Thomas Decugis
UPenn 3	2nd	Opening Government	View Ballot	Benny NicholsonⒸ , Mia Cimino , Thomas Decugis
L&amp;C 3	4th	Opening Opposition	View Ballot	Sophia ZuoⒸ , Abbott Howe , William Berry
Cornell 4	1st	Opening Government	View Ballot	Sophia ZuoⒸ , Abbott Howe , William Berry
Berkeley 3	2nd	Closing Government	View Ballot	Sophia ZuoⒸ , Abbott Howe , William Berry
CCDU 1	3rd	Closing Opposition	View Ballot	Sophia ZuoⒸ , Abbott Howe , William Berry
