team	result	side	ballot	adjudicators
USC 3	3rd	Opening Government	View Ballot	Audrey MelodyⒸ , Naidhruva Deb , Christina HarrahⓉ
Cornell 11	4th	Closing Opposition	View Ballot	Audrey MelodyⒸ , Naidhruva Deb , Christina HarrahⓉ
Princeton/PDP 1	1st	Closing Government	View Ballot	Audrey MelodyⒸ , Naidhruva Deb , Christina HarrahⓉ
Harvard 3	2nd	Opening Opposition	View Ballot	Audrey MelodyⒸ , Naidhruva Deb , Christina HarrahⓉ
Yale 3	1st	Closing Opposition	View Ballot	Josh CohenⒸ , Amy Zhou , Daksha Pillai
Berkeley 3	4th	Opening Opposition	View Ballot	Josh CohenⒸ , Amy Zhou , Daksha Pillai
Princeton/PDP 3	2nd	Closing Government	View Ballot	Josh CohenⒸ , Amy Zhou , Daksha Pillai
Middlebury 3	3rd	Opening Government	View Ballot	Josh CohenⒸ , Amy Zhou , Daksha Pillai
Stanford 2	3rd	Opening Government	View Ballot	Germaine BarrettⒸ , Sriya Donepudi
Cornell 10	4th	Opening Opposition	View Ballot	Germaine BarrettⒸ , Sriya Donepudi
HWS 1	2nd	Closing Opposition	View Ballot	Germaine BarrettⒸ , Sriya Donepudi
HWS 2	1st	Closing Government	View Ballot	Germaine BarrettⒸ , Sriya Donepudi
Hamilton 1	4th	Closing Opposition	View Ballot	Diggory WaddleⒸ , Mateu Healey-Parera
Harvard 2	3rd	Opening Opposition	View Ballot	Diggory WaddleⒸ , Mateu Healey-Parera
Columbia 1	2nd	Opening Government	View Ballot	Diggory WaddleⒸ , Mateu Healey-Parera
Harvard 5	1st	Closing Government	View Ballot	Diggory WaddleⒸ , Mateu Healey-Parera
TDS 1	1st	Opening Opposition	View Ballot	Ronaldo BlakeⒸ , Eddy Xu
Wisconsin 2	4th	Closing Government	View Ballot	Ronaldo BlakeⒸ , Eddy Xu
Cornell 2	2nd	Opening Government	View Ballot	Ronaldo BlakeⒸ , Eddy Xu
Cornell 3	3rd	Closing Opposition	View Ballot	Ronaldo BlakeⒸ , Eddy Xu
Cornell 5	2nd	Closing Government	View Ballot	Austin ThomaⒸ , Ethan Park , Natalie Pemberton
Colgate 2	1st	Opening Government	View Ballot	Austin ThomaⒸ , Ethan Park , Natalie Pemberton
Cornell 12	3rd	Closing Opposition	View Ballot	Austin ThomaⒸ , Ethan Park , Natalie Pemberton
Middlebury 2	4th	Opening Opposition	View Ballot	Austin ThomaⒸ , Ethan Park , Natalie Pemberton
Colgate 1	2nd	Closing Government	View Ballot	Rohan KapoorⒸ , William Berry , Abbott HoweⓉ
Colgate 4	4th	Opening Government	View Ballot	Rohan KapoorⒸ , William Berry , Abbott HoweⓉ
Columbia 3	1st	Closing Opposition	View Ballot	Rohan KapoorⒸ , William Berry , Abbott HoweⓉ
Duke 2	3rd	Opening Opposition	View Ballot	Rohan KapoorⒸ , William Berry , Abbott HoweⓉ
Wisconsin 4	2nd	Closing Opposition	View Ballot	Cam Miranda-RadbordⒸ , Ben Shaw , Dane Sprague
Colgate 3	3rd	Opening Government	View Ballot	Cam Miranda-RadbordⒸ , Ben Shaw , Dane Sprague
Rochester 4	1st	Opening Opposition	View Ballot	Cam Miranda-RadbordⒸ , Ben Shaw , Dane Sprague
Middlebury 1	4th	Closing Government	View Ballot	Cam Miranda-RadbordⒸ , Ben Shaw , Dane Sprague
Bates 2	4th	Opening Government	View Ballot	Clarence BrontëⒸ , Regina Delgado Acevedo
Cornell 6	3rd	Closing Opposition	View Ballot	Clarence BrontëⒸ , Regina Delgado Acevedo
Dartmouth 1	1st	Closing Government	View Ballot	Clarence BrontëⒸ , Regina Delgado Acevedo
Columbia 2	2nd	Opening Opposition	View Ballot	Clarence BrontëⒸ , Regina Delgado Acevedo
UCLA 3	3rd	Opening Government	View Ballot	Pranav AnandⒸ , Samantha Rippetoe , Thomas Decugis
Cornell 1	1st	Closing Government	View Ballot	Pranav AnandⒸ , Samantha Rippetoe , Thomas Decugis
Princeton/PDP 4	2nd	Opening Opposition	View Ballot	Pranav AnandⒸ , Samantha Rippetoe , Thomas Decugis
Harvard 1	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , Samantha Rippetoe , Thomas Decugis
JHU 1	1st	Opening Government	View Ballot	Kayla PowersⒸ , Briana Villatoro , Rishi Hazra
Stanford 1	4th	Closing Government	View Ballot	Kayla PowersⒸ , Briana Villatoro , Rishi Hazra
Wisconsin 3	3rd	Closing Opposition	View Ballot	Kayla PowersⒸ , Briana Villatoro , Rishi Hazra
USC 1	2nd	Opening Opposition	View Ballot	Kayla PowersⒸ , Briana Villatoro , Rishi Hazra
Bates 3	4th	Closing Opposition	View Ballot	Benny NicholsonⒸ , Mia Cimino , Rushika Prasad , Basil BobⓉ
Rochester 5	3rd	Opening Opposition	View Ballot	Benny NicholsonⒸ , Mia Cimino , Rushika Prasad , Basil BobⓉ
Rochester 6	2nd	Opening Government	View Ballot	Benny NicholsonⒸ , Mia Cimino , Rushika Prasad , Basil BobⓉ
UPenn 3	1st	Closing Government	View Ballot	Benny NicholsonⒸ , Mia Cimino , Rushika Prasad , Basil BobⓉ
L&amp;C 1	3rd	Closing Opposition	View Ballot	Claire YuⒸ , Laura Zhang , Louis Arnoult Coustafreda
TDS 2	2nd	Closing Government	View Ballot	Claire YuⒸ , Laura Zhang , Louis Arnoult Coustafreda
Berkeley 1	4th	Opening Opposition	View Ballot	Claire YuⒸ , Laura Zhang , Louis Arnoult Coustafreda
Harvard 4	1st	Opening Government	View Ballot	Claire YuⒸ , Laura Zhang , Louis Arnoult Coustafreda
Wisconsin 1	3rd	Opening Government	View Ballot	Devesh KodnaniⒸ , Juan de Maqua
UCLA 1	2nd	Opening Opposition	View Ballot	Devesh KodnaniⒸ , Juan de Maqua
UPenn 1	1st	Closing Government	View Ballot	Devesh KodnaniⒸ , Juan de Maqua
UPenn 2	4th	Closing Opposition	View Ballot	Devesh KodnaniⒸ , Juan de Maqua
L&amp;C 2	4th	Closing Opposition	View Ballot	Ben FrazerⒸ , Aaron Wang
Cornell 4	1st	Opening Opposition	View Ballot	Ben FrazerⒸ , Aaron Wang
Cornell 8	3rd	Opening Government	View Ballot	Ben FrazerⒸ , Aaron Wang
Berkeley 4	2nd	Closing Government	View Ballot	Ben FrazerⒸ , Aaron Wang
L&amp;C 3	3rd	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Daniel Yoon , Mason Kung
Wheaton 1	2nd	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Daniel Yoon , Mason Kung
Bard 1	1st	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Daniel Yoon , Mason Kung
Bard 2	4th	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Daniel Yoon , Mason Kung
Stanford 3	2nd	Opening Government	View Ballot	Sophia ZuoⒸ , Joe Gantt , John Harun-Delong
Berkeley 2	3rd	Opening Opposition	View Ballot	Sophia ZuoⒸ , Joe Gantt , John Harun-Delong
CCDU 1	1st	Closing Opposition	View Ballot	Sophia ZuoⒸ , Joe Gantt , John Harun-Delong
CCDU 2	4th	Closing Government	View Ballot	Sophia ZuoⒸ , Joe Gantt , John Harun-Delong
Yale 1	1st	Closing Government	View Ballot	Gaveal FanⒸ , Genevieve Moore
Princeton/PDP 2	4th	Closing Opposition	View Ballot	Gaveal FanⒸ , Genevieve Moore
USC 2	2nd	Opening Opposition	View Ballot	Gaveal FanⒸ , Genevieve Moore
Duke 1	3rd	Opening Government	View Ballot	Gaveal FanⒸ , Genevieve Moore
UCLA 2	2nd	Closing Opposition	View Ballot	Drew HarringtonⒸ , Molly Callaghan , Neerusha PhuyalⓉ
Bates 1	4th	Opening Opposition	View Ballot	Drew HarringtonⒸ , Molly Callaghan , Neerusha PhuyalⓉ
Berkeley 5	1st	Opening Government	View Ballot	Drew HarringtonⒸ , Molly Callaghan , Neerusha PhuyalⓉ
Cornell 9	3rd	Closing Government	View Ballot	Drew HarringtonⒸ , Molly Callaghan , Neerusha PhuyalⓉ
