team	result	side	ballot	adjudicators
Harvard 6	1st	Opening Government	View Ballot	Helen WuⒸ , Gage Geren , Ari HahnⓉ
Princeton 7	4th	Opening Opposition	View Ballot	Helen WuⒸ , Gage Geren , Ari HahnⓉ
Harvard 7	3rd	Closing Government	View Ballot	Helen WuⒸ , Gage Geren , Ari HahnⓉ
Williams 1	2nd	Closing Opposition	View Ballot	Helen WuⒸ , Gage Geren , Ari HahnⓉ
USC 1	3rd	Opening Government	View Ballot	Matt MaurielloⒸ , Oyuka Lyndon , Merrick ModunⓉ
UCLA 1	2nd	Opening Opposition	View Ballot	Matt MaurielloⒸ , Oyuka Lyndon , Merrick ModunⓉ
Princeton 4	1st	Closing Government	View Ballot	Matt MaurielloⒸ , Oyuka Lyndon , Merrick ModunⓉ
UT Jamaica 1	4th	Closing Opposition	View Ballot	Matt MaurielloⒸ , Oyuka Lyndon , Merrick ModunⓉ
Swing 1	3rd	Opening Government	View Ballot	Alexandra Uy-TiocoⒸ , Gavin A. Sicard
Stanford 3	1st	Opening Opposition	View Ballot	Alexandra Uy-TiocoⒸ , Gavin A. Sicard
Princeton 6	4th	Closing Government	View Ballot	Alexandra Uy-TiocoⒸ , Gavin A. Sicard
Columbia 2	2nd	Closing Opposition	View Ballot	Alexandra Uy-TiocoⒸ , Gavin A. Sicard
Vermont 1	4th	Opening Government	View Ballot	Lamia Nur RahmanⒸ , Marriana MaloneyⓉ
Cornell 2	1st	Opening Opposition	View Ballot	Lamia Nur RahmanⒸ , Marriana MaloneyⓉ
Columbia 3	3rd	Closing Government	View Ballot	Lamia Nur RahmanⒸ , Marriana MaloneyⓉ
USC 2	2nd	Closing Opposition	View Ballot	Lamia Nur RahmanⒸ , Marriana MaloneyⓉ
Harvard 2	3rd	Opening Government	View Ballot	Dennis SuⒸ , Luis Gontes , Izayah ThomasⓉ
Berkeley 2	2nd	Opening Opposition	View Ballot	Dennis SuⒸ , Luis Gontes , Izayah ThomasⓉ
Morehouse 1	4th	Closing Government	View Ballot	Dennis SuⒸ , Luis Gontes , Izayah ThomasⓉ
Princeton 1	1st	Closing Opposition	View Ballot	Dennis SuⒸ , Luis Gontes , Izayah ThomasⓉ
HWS 2	3rd	Opening Government	View Ballot	Xiao-ke LuⒸ , Brian Chiang , Shrey VoraⓉ
Berkeley 3	1st	Opening Opposition	View Ballot	Xiao-ke LuⒸ , Brian Chiang , Shrey VoraⓉ
Amherst 1	2nd	Closing Government	View Ballot	Xiao-ke LuⒸ , Brian Chiang , Shrey VoraⓉ
Vermont 8	4th	Closing Opposition	View Ballot	Xiao-ke LuⒸ , Brian Chiang , Shrey VoraⓉ
Bates 2	3rd	Opening Government	View Ballot	Jae ParkⒸ , Basil Bob , Bill ChenⓉ
Vermont 10	1st	Opening Opposition	View Ballot	Jae ParkⒸ , Basil Bob , Bill ChenⓉ
UWI Mona 1	2nd	Closing Government	View Ballot	Jae ParkⒸ , Basil Bob , Bill ChenⓉ
Colby 1	4th	Closing Opposition	View Ballot	Jae ParkⒸ , Basil Bob , Bill ChenⓉ
Davidson 1	2nd	Opening Government	View Ballot	Rhys NickersonⒸ , Miles BrethertonⓉ
HWS 5	4th	Opening Opposition	View Ballot	Rhys NickersonⒸ , Miles BrethertonⓉ
Boston 1	1st	Closing Government	View Ballot	Rhys NickersonⒸ , Miles BrethertonⓉ
HWS 1	3rd	Closing Opposition	View Ballot	Rhys NickersonⒸ , Miles BrethertonⓉ
Vermont 4	4th	Opening Government	View Ballot	Gwen StearnsⒸ , Jasmine Goncalves
Claremont 1	2nd	Opening Opposition	View Ballot	Gwen StearnsⒸ , Jasmine Goncalves
Brown 1	3rd	Closing Government	View Ballot	Gwen StearnsⒸ , Jasmine Goncalves
Cornell 1	1st	Closing Opposition	View Ballot	Gwen StearnsⒸ , Jasmine Goncalves
Vermont 11	4th	Opening Government	View Ballot	Ollie BradenⒸ , Jacob Molina
Williams 2	3rd	Opening Opposition	View Ballot	Ollie BradenⒸ , Jacob Molina
Davidson 2	2nd	Closing Government	View Ballot	Ollie BradenⒸ , Jacob Molina
Swing 2	1st	Closing Opposition	View Ballot	Ollie BradenⒸ , Jacob Molina
Stanford 2	1st	Opening Government	View Ballot	Pranav AnandⒸ , Addison Baker , Mikayla McDonaldⓉ
Vermont 2	4th	Opening Opposition	View Ballot	Pranav AnandⒸ , Addison Baker , Mikayla McDonaldⓉ
Bates 1	2nd	Closing Government	View Ballot	Pranav AnandⒸ , Addison Baker , Mikayla McDonaldⓉ
UCLA 2	3rd	Closing Opposition	View Ballot	Pranav AnandⒸ , Addison Baker , Mikayla McDonaldⓉ
Harvard 3	2nd	Opening Government	View Ballot	Rahul KalavaguntaⒸ , Julian Henry , Abdullah ShahzadⓉ
HWS 3	4th	Opening Opposition	View Ballot	Rahul KalavaguntaⒸ , Julian Henry , Abdullah ShahzadⓉ
UW-Madison 1	3rd	Closing Government	View Ballot	Rahul KalavaguntaⒸ , Julian Henry , Abdullah ShahzadⓉ
Columbia 1	1st	Closing Opposition	View Ballot	Rahul KalavaguntaⒸ , Julian Henry , Abdullah ShahzadⓉ
Williams 3	3rd	Opening Government	View Ballot	Barron RenⒸ , Aadarsh S AdivishnuⓉ
UPenn 1	1st	Opening Opposition	View Ballot	Barron RenⒸ , Aadarsh S AdivishnuⓉ
