team	result	side	ballot	adjudicators
Morehouse CH	4th	Closing Opposition	View Ballot	Enshia LiⒸ , Fawaz Ahmad
Western/Queen&#x27;s SW	2nd	Opening Government	View Ballot	Jaleelah AmmarⒸ , Brandon Zhang , Charlie Schumer
Wake Forest/Hart House Hybrid AS	1st	Opening Opposition	View Ballot	Jaleelah AmmarⒸ , Brandon Zhang , Charlie Schumer
Fordham KD	4th	Closing Government	View Ballot	Jaleelah AmmarⒸ , Brandon Zhang , Charlie Schumer
Middlebury SS	3rd	Opening Government	View Ballot	🚩 Jane MentzingerⒸ , 🛩️ Christopher Vanderpool
Cornell KP	1st	Opening Opposition	View Ballot	🚩 Jane MentzingerⒸ , 🛩️ Christopher Vanderpool
HWS MH	2nd	Closing Government	View Ballot	🚩 Jane MentzingerⒸ , 🛩️ Christopher Vanderpool
Boston MY	4th	Closing Opposition	View Ballot	🚩 Jane MentzingerⒸ , 🛩️ Christopher Vanderpool
HH OO	3rd	Opening Government	View Ballot	Daniel SchonningⒸ , Maisha Nubah
Columbia RB	2nd	Opening Opposition	View Ballot	Daniel SchonningⒸ , Maisha Nubah
Yale WY	1st	Closing Government	View Ballot	Daniel SchonningⒸ , Maisha Nubah
Harvard HV	4th	Closing Opposition	View Ballot	Daniel SchonningⒸ , Maisha Nubah
Harvard HT	3rd	Closing Opposition	View Ballot	Jaleelah AmmarⒸ , Brandon Zhang , Charlie Schumer
Harvard AB	2nd	Opening Opposition	View Ballot	Madeleine FordhamⒸ , Arya Nalluri
Morehouse SO	1st	Closing Government	View Ballot	Madeleine FordhamⒸ , Arya Nalluri
Brandeis CB	4th	Closing Opposition	View Ballot	Madeleine FordhamⒸ , Arya Nalluri
Cornell OK	3rd	Opening Opposition	View Ballot	Joshua CohenⒸ , Carlota Macedo
uOttawa AL	3rd	Opening Government	View Ballot	Greg WeavingⒸ , Maia Decker
McGill/Harvard HI	2nd	Opening Opposition	View Ballot	Greg WeavingⒸ , Maia Decker
Pepperdine PW	4th	Closing Government	View Ballot	Greg WeavingⒸ , Maia Decker
Stanford DG	1st	Closing Opposition	View Ballot	Greg WeavingⒸ , Maia Decker
QDU MK	3rd	Opening Government	View Ballot	Enshia LiⒸ , Fawaz Ahmad
Yale LD	2nd	Opening Opposition	View Ballot	Enshia LiⒸ , Fawaz Ahmad
HWS PK	1st	Closing Government	View Ballot	Enshia LiⒸ , Fawaz Ahmad
Stanford HI	1st	Opening Government	View Ballot	Joanna DingⒸ , Bilal Moin
USC JL	3rd	Opening Opposition	View Ballot	Joanna DingⒸ , Bilal Moin
W&amp;M BS	4th	Closing Government	View Ballot	Joanna DingⒸ , Bilal Moin
JHU WG	2nd	Closing Opposition	View Ballot	Joanna DingⒸ , Bilal Moin
Middlebury CM	4th	Opening Opposition	View Ballot	Ryan JiangⒸ , EJ Hermacinski , Maya Mufson
Swarthmore College/Haverford Colle	3rd	Closing Government	View Ballot	Ryan JiangⒸ , EJ Hermacinski , Maya Mufson
UdeS MB	2nd	Closing Opposition	View Ballot	Ryan JiangⒸ , EJ Hermacinski , Maya Mufson
Middlebury YH	4th	Opening Government	View Ballot	Amaris HesterⒸ , Eric Tu , Kylia Ford
USC BD	2nd	Opening Opposition	View Ballot	Amaris HesterⒸ , Eric Tu , Kylia Ford
HH RS	3rd	Closing Government	View Ballot	Amaris HesterⒸ , Eric Tu , Kylia Ford
Swing A	1st	Closing Opposition	View Ballot	Amaris HesterⒸ , Eric Tu , Kylia Ford
Stanford CC	4th	Opening Government	View Ballot	Da&#x27;Von BoydⒸ , Jessica Singh
McGill SB	3rd	Opening Opposition	View Ballot	Da&#x27;Von BoydⒸ , Jessica Singh
UWODS CS	1st	Closing Government	View Ballot	Da&#x27;Von BoydⒸ , Jessica Singh
Bates ML	2nd	Closing Opposition	View Ballot	Da&#x27;Von BoydⒸ , Jessica Singh
Columbia ND	4th	Opening Government	View Ballot	Bradley TidwellⒸ , Atiyk Ahmeed
HWS TR	2nd	Opening Opposition	View Ballot	Bradley TidwellⒸ , Atiyk Ahmeed
Harvard SG	1st	Closing Government	View Ballot	Bradley TidwellⒸ , Atiyk Ahmeed
Rutgers JP	3rd	Closing Opposition	View Ballot	Bradley TidwellⒸ , Atiyk Ahmeed
QDU KB	3rd	Opening Opposition	View Ballot	Daniel BermanⒸ , Sadia Hossain
Yale TM	4th	Closing Government	View Ballot	Daniel BermanⒸ , Sadia Hossain
Princeton XI	1st	Closing Opposition	View Ballot	Daniel BermanⒸ , Sadia Hossain
UPenn SA	3rd	Opening Government	View Ballot	🐌 Nikola MichaylovⒸ , Alexis Nieves , Nina Mazzarelli
Stanford AT	4th	Opening Opposition	View Ballot	🐌 Nikola MichaylovⒸ , Alexis Nieves , Nina Mazzarelli
USC BP	1st	Closing Government	View Ballot	🐌 Nikola MichaylovⒸ , Alexis Nieves , Nina Mazzarelli
Stanford DO	2nd	Closing Opposition	View Ballot	🐌 Nikola MichaylovⒸ , Alexis Nieves , Nina Mazzarelli
Fordham WH	4th	Opening Government	View Ballot	David BloomⒸ , Aryan Sehgal
HWS Wv	3rd	Opening Opposition	View Ballot	David BloomⒸ , Aryan Sehgal
Stanford CS	1st	Closing Government	View Ballot	David BloomⒸ , Aryan Sehgal
HH WeMa	2nd	Closing Opposition	View Ballot	David BloomⒸ , Aryan Sehgal
McGill CW	3rd	Opening Government	View Ballot	Andy WangⒸ , Nabeela Chattha
JHU YG	1st	Opening Opposition	View Ballot	Andy WangⒸ , Nabeela Chattha
Yale WL	4th	Closing Government	View Ballot	Andy WangⒸ , Nabeela Chattha
Brown F	2nd	Closing Opposition	View Ballot	Andy WangⒸ , Nabeela Chattha
Princeton BK	3rd	Opening Government	View Ballot	Madeleine FordhamⒸ , Arya Nalluri
Williams IL	1st	Closing Government	View Ballot	Joshua CohenⒸ , Carlota Macedo
Stanford AR	4th	Closing Opposition	View Ballot	Joshua CohenⒸ , Carlota Macedo
UPenn MK	3rd	Opening Government	View Ballot	Aditya DharⒸ , Angela Li
Yale ST	2nd	Opening Government	View Ballot	Joshua CohenⒸ , Carlota Macedo
Boston PW	1st	Opening Government	View Ballot	Ryan JiangⒸ , EJ Hermacinski , Maya Mufson
Stanford LB	1st	Opening Government	View Ballot	Nitin SaidhaⒸ , Alex Bavalsky , Omesh Dwivedi
