team	result	side	ballot	adjudicators
Boston WG	4th	Opening Government	View Ballot	Ryan JiangⒸ , 😎 Trinity Montswillo
Middlebury SS	3rd	Opening Opposition	View Ballot	Ryan JiangⒸ , 😎 Trinity Montswillo
QDU KB	2nd	Closing Government	View Ballot	Ryan JiangⒸ , 😎 Trinity Montswillo
Morehouse SO	1st	Closing Opposition	View Ballot	Ryan JiangⒸ , 😎 Trinity Montswillo
Princeton GC	1st	Opening Government	View Ballot	Nitin SaidhaⒸ , Alexis Nieves , Nina Mazzarelli
HH RS	3rd	Opening Opposition	View Ballot	Nitin SaidhaⒸ , Alexis Nieves , Nina Mazzarelli
Princeton BK	2nd	Closing Government	View Ballot	Nitin SaidhaⒸ , Alexis Nieves , Nina Mazzarelli
HWS MH	4th	Closing Opposition	View Ballot	Nitin SaidhaⒸ , Alexis Nieves , Nina Mazzarelli
Pepperdine PW	4th	Opening Government	View Ballot	David BloomⒸ , Samantha Wong
Brown AH	1st	Opening Opposition	View Ballot	David BloomⒸ , Samantha Wong
UPenn CC	2nd	Closing Government	View Ballot	David BloomⒸ , Samantha Wong
Middlebury GN	3rd	Closing Opposition	View Ballot	David BloomⒸ , Samantha Wong
UWODS GA	2nd	Opening Government	View Ballot	Daniel SchonningⒸ , Tanush Bahl
Yale TM	4th	Opening Opposition	View Ballot	Daniel SchonningⒸ , Tanush Bahl
Stanford CF	1st	Closing Government	View Ballot	Daniel SchonningⒸ , Tanush Bahl
Swing A	3rd	Closing Opposition	View Ballot	Daniel SchonningⒸ , Tanush Bahl
Yale WL	1st	Opening Government	View Ballot	Jaleelah AmmarⒸ , Reena Assassa
Rutgers JP	4th	Opening Opposition	View Ballot	Jaleelah AmmarⒸ , Reena Assassa
Boston FC	3rd	Closing Government	View Ballot	Jaleelah AmmarⒸ , Reena Assassa
HWS Wv	2nd	Closing Opposition	View Ballot	Jaleelah AmmarⒸ , Reena Assassa
USC JL	4th	Opening Government	View Ballot	Dennis SuⒸ , Jaimy Kim
Harvard AB	3rd	Opening Opposition	View Ballot	Dennis SuⒸ , Jaimy Kim
Bates ML	1st	Closing Government	View Ballot	Dennis SuⒸ , Jaimy Kim
McGill SB	2nd	Closing Opposition	View Ballot	Dennis SuⒸ , Jaimy Kim
Rutgers AM	4th	Opening Government	View Ballot	Emily PaulinⒸ , Brandon Zhang
Middlebury BB	1st	Opening Opposition	View Ballot	Emily PaulinⒸ , Brandon Zhang
Boston MY	2nd	Closing Government	View Ballot	Emily PaulinⒸ , Brandon Zhang
Fordham KD	3rd	Closing Opposition	View Ballot	Emily PaulinⒸ , Brandon Zhang
Harvard HT	1st	Opening Opposition	View Ballot	Gaeun KimⒸ , Ben Lee
Harvard LS	4th	Closing Government	View Ballot	Gaeun KimⒸ , Ben Lee
Harvard SG	3rd	Closing Opposition	View Ballot	Gaeun KimⒸ , Ben Lee
Harvard HV	1st	Opening Government	View Ballot	Maia DeckerⒸ , Andrew Vandenbussche
Penn/Independent CS	2nd	Opening Government	View Ballot	Gaeun KimⒸ , Ben Lee
Bates CS	2nd	Opening Opposition	View Ballot	Maia DeckerⒸ , Andrew Vandenbussche
UdeS MB	4th	Closing Government	View Ballot	Maia DeckerⒸ , Andrew Vandenbussche
Columbia ND	3rd	Closing Opposition	View Ballot	Maia DeckerⒸ , Andrew Vandenbussche
Bates HT	4th	Opening Government	View Ballot	Bradley TidwellⒸ , Bilal Moin , Carlota Macedo
JHU WG	3rd	Opening Opposition	View Ballot	Bradley TidwellⒸ , Bilal Moin , Carlota Macedo
Stanford CK	1st	Closing Government	View Ballot	Bradley TidwellⒸ , Bilal Moin , Carlota Macedo
Brandeis NS	2nd	Closing Opposition	View Ballot	Bradley TidwellⒸ , Bilal Moin , Carlota Macedo
Stanford DO	2nd	Opening Government	View Ballot	Shreyas KumarⒸ , Gaveal Fan
Western/Queen&#x27;s SW	4th	Opening Opposition	View Ballot	Shreyas KumarⒸ , Gaveal Fan
Columbia RB	3rd	Closing Government	View Ballot	Shreyas KumarⒸ , Gaveal Fan
UPenn ND	1st	Closing Opposition	View Ballot	Shreyas KumarⒸ , Gaveal Fan
McGill/Harvard HI	3rd	Opening Government	View Ballot	Michael NingⒸ , Faith Liu
Stanford TY	4th	Opening Opposition	View Ballot	Michael NingⒸ , Faith Liu
Wake Forest/Hart House Hybrid AS	1st	Closing Government	View Ballot	Michael NingⒸ , Faith Liu
UPenn KA	2nd	Closing Opposition	View Ballot	Michael NingⒸ , Faith Liu
Yale WY	4th	Opening Government	View Ballot	Joshua CohenⒸ , Nabeela Chattha , Tran Trang Linh
Stanford AR	3rd	Opening Opposition	View Ballot	Joshua CohenⒸ , Nabeela Chattha , Tran Trang Linh
Chicago GK	1st	Closing Government	View Ballot	Joshua CohenⒸ , Nabeela Chattha , Tran Trang Linh
USC GF	2nd	Closing Opposition	View Ballot	Joshua CohenⒸ , Nabeela Chattha , Tran Trang Linh
Cornell OK	2nd	Opening Government	View Ballot	Enshia LiⒸ , Sadia Hossain , Skylar Robinson
HWS PK	3rd	Opening Opposition	View Ballot	Enshia LiⒸ , Sadia Hossain , Skylar Robinson
Yale LD	1st	Closing Government	View Ballot	Enshia LiⒸ , Sadia Hossain , Skylar Robinson
Boston PW	4th	Closing Opposition	View Ballot	Enshia LiⒸ , Sadia Hossain , Skylar Robinson
Princeton LD	2nd	Opening Government	View Ballot	Daniel BermanⒸ , Angela Li , Dane Sprague
Stanford QY	3rd	Opening Opposition	View Ballot	Daniel BermanⒸ , Angela Li , Dane Sprague
uOttawa KO	4th	Closing Government	View Ballot	Daniel BermanⒸ , Angela Li , Dane Sprague
UWODS UC	1st	Closing Opposition	View Ballot	Daniel BermanⒸ , Angela Li , Dane Sprague
Yale KK	2nd	Opening Government	View Ballot	Eric TrinhⒸ , 🛩️ Christopher Vanderpool
York BI	4th	Opening Opposition	View Ballot	Eric TrinhⒸ , 🛩️ Christopher Vanderpool
Swing B	1st	Closing Government	View Ballot	Eric TrinhⒸ , 🛩️ Christopher Vanderpool
Middlebury CM	3rd	Closing Opposition	View Ballot	Eric TrinhⒸ , 🛩️ Christopher Vanderpool
HH OO	3rd	Opening Government	View Ballot	Da&#x27;Von BoydⒸ , Andy Wang , Ely Altman
Princeton IH	1st	Opening Opposition	View Ballot	Da&#x27;Von BoydⒸ , Andy Wang , Ely Altman
Stanford CC	2nd	Closing Government	View Ballot	Da&#x27;Von BoydⒸ , Andy Wang , Ely Altman
Williams IL	4th	Closing Opposition	View Ballot	Da&#x27;Von BoydⒸ , Andy Wang , Ely Altman
Chicago LB	1st	Opening Government	View Ballot	Aditya DharⒸ , Madeleine Nagle , Omesh Dwivedi
Stanford HI	4th	Opening Opposition	View Ballot	Aditya DharⒸ , Madeleine Nagle , Omesh Dwivedi
McGill ZS	2nd	Closing Government	View Ballot	Aditya DharⒸ , Madeleine Nagle , Omesh Dwivedi
Chicago KN	3rd	Closing Opposition	View Ballot	Aditya DharⒸ , Madeleine Nagle , Omesh Dwivedi
HH NW	3rd	Opening Government	View Ballot	Júlia García GüellⒸ , Benjamin Shaw , Eric Tu
Princeton LM	2nd	Opening Opposition	View Ballot	Júlia García GüellⒸ , Benjamin Shaw , Eric Tu
McGill CW	1st	Closing Government	View Ballot	Júlia García GüellⒸ , Benjamin Shaw , Eric Tu
Harvard FR	4th	Closing Opposition	View Ballot	Júlia García GüellⒸ , Benjamin Shaw , Eric Tu
Chicago JG	4th	Opening Government	View Ballot	🐌 Nikola MichaylovⒸ , David Asafu-Adjaye , 👑 Vaidehi Shah
Swarthmore College/Haverford Colle	3rd	Opening Opposition	View Ballot	🐌 Nikola MichaylovⒸ , David Asafu-Adjaye , 👑 Vaidehi Shah
HWS TR	2nd	Closing Government	View Ballot	🐌 Nikola MichaylovⒸ , David Asafu-Adjaye , 👑 Vaidehi Shah
QDU MK	1st	Closing Opposition	View Ballot	🐌 Nikola MichaylovⒸ , David Asafu-Adjaye , 👑 Vaidehi Shah
Stanford AT	1st	Opening Government	View Ballot	Madeleine FordhamⒸ , Jordan Hershman
Fordham WH	2nd	Opening Opposition	View Ballot	Madeleine FordhamⒸ , Jordan Hershman
UPenn SA	3rd	Closing Government	View Ballot	Madeleine FordhamⒸ , Jordan Hershman
Middlebury YH	4th	Closing Opposition	View Ballot	Madeleine FordhamⒸ , Jordan Hershman
Princeton XI	1st	Opening Government	View Ballot	Leauren S. JiⒸ , Chris Hamdan
UPenn GL	2nd	Opening Opposition	View Ballot	Leauren S. JiⒸ , Chris Hamdan
Stanford DG	4th	Closing Government	View Ballot	Leauren S. JiⒸ , Chris Hamdan
HH WM	3rd	Closing Opposition	View Ballot	Leauren S. JiⒸ , Chris Hamdan
HH WeMa	3rd	Opening Government	View Ballot	Pranav AnandⒸ , EJ Hermacinski
Yale ST	2nd	Opening Opposition	View Ballot	Pranav AnandⒸ , EJ Hermacinski
Brown F	1st	Closing Government	View Ballot	Pranav AnandⒸ , EJ Hermacinski
Stanford CS	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , EJ Hermacinski
Swing C	3rd	Closing Government	View Ballot	Dihan NiloyⒸ , Maisha Nubah
W&amp;M BS	4th	Closing Opposition	View Ballot	Dihan NiloyⒸ , Maisha Nubah
Stanford KD	4th	Opening Government	View Ballot	Amna AminⒸ , Atiyk Ahmeed
USC BP	3rd	Opening Opposition	View Ballot	Amna AminⒸ , Atiyk Ahmeed
HH ZZ	2nd	Closing Government	View Ballot	Amna AminⒸ , Atiyk Ahmeed
Bates WN	1st	Closing Opposition	View Ballot	Amna AminⒸ , Atiyk Ahmeed
Harvard HW	1st	Opening Government	View Ballot	🚩 Jane MentzingerⒸ , Amaris Hester
Dartmouth LW	2nd	Opening Opposition	View Ballot	🚩 Jane MentzingerⒸ , Amaris Hester
Harvard BC	4th	Closing Government	View Ballot	🚩 Jane MentzingerⒸ , Amaris Hester
UWODS CS	3rd	Closing Opposition	View Ballot	🚩 Jane MentzingerⒸ , Amaris Hester
JHU YG	2nd	Opening Government	View Ballot	Greg WeavingⒸ , Aryan Sehgal , Fawaz Ahmad
Stanford LB	4th	Opening Opposition	View Ballot	Greg WeavingⒸ , Aryan Sehgal , Fawaz Ahmad
Stanford SZ	1st	Closing Government	View Ballot	Greg WeavingⒸ , Aryan Sehgal , Fawaz Ahmad
Cornell KP	3rd	Closing Opposition	View Ballot	Greg WeavingⒸ , Aryan Sehgal , Fawaz Ahmad
Rochester IN	1st	Opening Government	View Ballot	Lelan HuⒸ , Charlie Schumer
Chicago QM	2nd	Opening Opposition	View Ballot	Lelan HuⒸ , Charlie Schumer
USC BD	4th	Closing Government	View Ballot	Lelan HuⒸ , Charlie Schumer
uOttawa AL	3rd	Closing Opposition	View Ballot	Lelan HuⒸ , Charlie Schumer
Chicago HK	1st	Opening Government	View Ballot	Audrey ShingⒸ , Alex Bavalsky , Jessica Singh
Cornell OC	2nd	Opening Opposition	View Ballot	Audrey ShingⒸ , Alex Bavalsky , Jessica Singh
UPenn MK	3rd	Closing Government	View Ballot	Audrey ShingⒸ , Alex Bavalsky , Jessica Singh
Princeton RI	4th	Closing Opposition	View Ballot	Audrey ShingⒸ , Alex Bavalsky , Jessica Singh
HWS TT	4th	Opening Government	View Ballot	Kylia FordⒸ
SYSU YF	3rd	Opening Opposition	View Ballot	Kylia FordⒸ
Morehouse CH	1st	Closing Government	View Ballot	Kylia FordⒸ
Princeton BoKa	2nd	Closing Opposition	View Ballot	Kylia FordⒸ
McGill HN	1st	Opening Government	View Ballot	Dihan NiloyⒸ , Maisha Nubah
Stanford ChFr	2nd	Opening Opposition	View Ballot	Dihan NiloyⒸ , Maisha Nubah
