team	result	side	ballot	adjudicators
Yale LD	1st	Opening Government	View Ballot	Ryan JiangⒸ , 👑 Vaidehi Shah
UWODS GA	4th	Opening Opposition	View Ballot	Ryan JiangⒸ , 👑 Vaidehi Shah
McGill/Harvard HI	2nd	Closing Government	View Ballot	Ryan JiangⒸ , 👑 Vaidehi Shah
Cornell OC	3rd	Closing Opposition	View Ballot	Ryan JiangⒸ , 👑 Vaidehi Shah
Swarthmore College/Haverford Colle	3rd	Opening Government	View Ballot	Dennis SuⒸ , Dane Sprague
Swing B	4th	Opening Opposition	View Ballot	Dennis SuⒸ , Dane Sprague
McGill SB	2nd	Closing Government	View Ballot	Dennis SuⒸ , Dane Sprague
Princeton IH	1st	Closing Opposition	View Ballot	Dennis SuⒸ , Dane Sprague
Stanford ChFr	4th	Opening Government	View Ballot	Andy WangⒸ , Ben Lee
Yale WL	2nd	Opening Opposition	View Ballot	Andy WangⒸ , Ben Lee
Chicago QM	1st	Closing Government	View Ballot	Andy WangⒸ , Ben Lee
Columbia ND	3rd	Closing Opposition	View Ballot	Andy WangⒸ , Ben Lee
Fordham KD	3rd	Opening Government	View Ballot	Da&#x27;Von BoydⒸ , 🛩️ Christopher Vanderpool
Boston WG	1st	Opening Opposition	View Ballot	Da&#x27;Von BoydⒸ , 🛩️ Christopher Vanderpool
Boston MY	4th	Closing Government	View Ballot	Da&#x27;Von BoydⒸ , 🛩️ Christopher Vanderpool
Bates CS	2nd	Closing Opposition	View Ballot	Da&#x27;Von BoydⒸ , 🛩️ Christopher Vanderpool
Stanford TY	2nd	Opening Government	View Ballot	Nitin SaidhaⒸ , Maya Mufson
QDU MK	3rd	Opening Opposition	View Ballot	Nitin SaidhaⒸ , Maya Mufson
HWS Wv	4th	Closing Government	View Ballot	Nitin SaidhaⒸ , Maya Mufson
Cornell OK	1st	Closing Opposition	View Ballot	Nitin SaidhaⒸ , Maya Mufson
Brandeis CB	1st	Opening Government	View Ballot	Jaimy KimⒸ , Fawaz Ahmad
W&amp;M BS	3rd	Opening Opposition	View Ballot	Jaimy KimⒸ , Fawaz Ahmad
Harvard HV	4th	Closing Government	View Ballot	Jaimy KimⒸ , Fawaz Ahmad
Bates HT	2nd	Closing Opposition	View Ballot	Jaimy KimⒸ , Fawaz Ahmad
Morehouse CH	2nd	Opening Government	View Ballot	Daniel BermanⒸ , Atiyk Ahmeed
Yale KK	3rd	Opening Opposition	View Ballot	Daniel BermanⒸ , Atiyk Ahmeed
HWS TT	4th	Closing Government	View Ballot	Daniel BermanⒸ , Atiyk Ahmeed
Pepperdine PW	1st	Closing Opposition	View Ballot	Daniel BermanⒸ , Atiyk Ahmeed
UdeS MB	4th	Opening Government	View Ballot	Jaleelah AmmarⒸ , Carlota Macedo
HWS MH	3rd	Opening Opposition	View Ballot	Jaleelah AmmarⒸ , Carlota Macedo
Princeton LD	1st	Closing Government	View Ballot	Jaleelah AmmarⒸ , Carlota Macedo
Yale ST	2nd	Closing Opposition	View Ballot	Jaleelah AmmarⒸ , Carlota Macedo
Harvard HT	1st	Opening Government	View Ballot	Joshua CohenⒸ , Faith Liu
uOttawa AL	3rd	Opening Opposition	View Ballot	Joshua CohenⒸ , Faith Liu
USC GF	2nd	Closing Government	View Ballot	Joshua CohenⒸ , Faith Liu
UPenn SA	4th	Closing Opposition	View Ballot	Joshua CohenⒸ , Faith Liu
Princeton XI	2nd	Opening Opposition	View Ballot	Amaris HesterⒸ , Chris Hamdan , Gaveal Fan
Harvard FR	3rd	Closing Government	View Ballot	Amaris HesterⒸ , Chris Hamdan , Gaveal Fan
Dartmouth LW	1st	Closing Opposition	View Ballot	Amaris HesterⒸ , Chris Hamdan , Gaveal Fan
Stanford SZ	3rd	Opening Government	View Ballot	Shreyas KumarⒸ , Angela Li
UPenn CC	1st	Opening Opposition	View Ballot	Gaeun KimⒸ , Nabeela Chattha , Nina Mazzarelli
Middlebury YH	2nd	Closing Government	View Ballot	Gaeun KimⒸ , Nabeela Chattha , Nina Mazzarelli
York BI	4th	Closing Opposition	View Ballot	Gaeun KimⒸ , Nabeela Chattha , Nina Mazzarelli
Morehouse SO	4th	Opening Government	View Ballot	Amaris HesterⒸ , Chris Hamdan , Gaveal Fan
HH ZZ	4th	Opening Opposition	View Ballot	Shreyas KumarⒸ , Angela Li
Stanford HI	2nd	Closing Government	View Ballot	Shreyas KumarⒸ , Angela Li
Chicago LB	1st	Closing Opposition	View Ballot	Shreyas KumarⒸ , Angela Li
Princeton LM	4th	Opening Government	View Ballot	Madeleine FordhamⒸ , Samantha Wong
Williams IL	3rd	Opening Opposition	View Ballot	Madeleine FordhamⒸ , Samantha Wong
Stanford DG	1st	Closing Government	View Ballot	Madeleine FordhamⒸ , Samantha Wong
Stanford KD	2nd	Closing Opposition	View Ballot	Madeleine FordhamⒸ , Samantha Wong
HWS PK	1st	Opening Government	View Ballot	Emily PaulinⒸ , David Asafu-Adjaye , Reena Assassa
QDU KB	1st	Opening Government	View Ballot	🐌 Nikola MichaylovⒸ , Ely Altman
Middlebury GN	2nd	Opening Opposition	View Ballot	🐌 Nikola MichaylovⒸ , Ely Altman
Middlebury SS	3rd	Closing Government	View Ballot	🐌 Nikola MichaylovⒸ , Ely Altman
SYSU YF	4th	Closing Opposition	View Ballot	🐌 Nikola MichaylovⒸ , Ely Altman
Rutgers JP	3rd	Opening Government	View Ballot	Gaeun KimⒸ , Nabeela Chattha , Nina Mazzarelli
UWODS CS	2nd	Opening Opposition	View Ballot	Emily PaulinⒸ , David Asafu-Adjaye , Reena Assassa
Boston PW	4th	Closing Government	View Ballot	Emily PaulinⒸ , David Asafu-Adjaye , Reena Assassa
Brown AH	3rd	Closing Opposition	View Ballot	Emily PaulinⒸ , David Asafu-Adjaye , Reena Assassa
JHU WG	4th	Opening Government	View Ballot	Daniel SchonningⒸ , Kylia Ford , Maia Decker
Chicago JG	2nd	Opening Opposition	View Ballot	Daniel SchonningⒸ , Kylia Ford , Maia Decker
Harvard AB	3rd	Closing Government	View Ballot	Daniel SchonningⒸ , Kylia Ford , Maia Decker
Western/Queen&#x27;s SW	1st	Closing Opposition	View Ballot	Daniel SchonningⒸ , Kylia Ford , Maia Decker
Stanford CF	3rd	Opening Government	View Ballot	Cameron ChaconⒸ , Shane Silverman , Skylar Robinson
Harvard LS	2nd	Opening Opposition	View Ballot	Cameron ChaconⒸ , Shane Silverman , Skylar Robinson
Chicago KN	1st	Closing Government	View Ballot	Cameron ChaconⒸ , Shane Silverman , Skylar Robinson
Chicago GK	4th	Closing Opposition	View Ballot	Cameron ChaconⒸ , Shane Silverman , Skylar Robinson
USC BP	2nd	Opening Government	View Ballot	Bilal MoinⒸ
Swing A	4th	Opening Opposition	View Ballot	Bilal MoinⒸ
UWODS UC	1st	Closing Government	View Ballot	Bilal MoinⒸ
Wake Forest/Hart House Hybrid AS	3rd	Closing Opposition	View Ballot	Bilal MoinⒸ
Cornell KP	2nd	Opening Government	View Ballot	David BloomⒸ , Audrey Shing
Harvard BC	1st	Opening Opposition	View Ballot	David BloomⒸ , Audrey Shing
Princeton RI	4th	Closing Government	View Ballot	David BloomⒸ , Audrey Shing
JHU YG	3rd	Closing Opposition	View Ballot	David BloomⒸ , Audrey Shing
Bates WN	2nd	Opening Government	View Ballot	Leauren S. JiⒸ , EJ Hermacinski , Madeleine Nagle
McGill CW	1st	Opening Opposition	View Ballot	Leauren S. JiⒸ , EJ Hermacinski , Madeleine Nagle
McGill HN	4th	Closing Government	View Ballot	Leauren S. JiⒸ , EJ Hermacinski , Madeleine Nagle
HH OO	3rd	Closing Opposition	View Ballot	Leauren S. JiⒸ , EJ Hermacinski , Madeleine Nagle
uOttawa KO	1st	Opening Government	View Ballot	Pranav AnandⒸ , Benjamin Shaw
Princeton BK	4th	Opening Opposition	View Ballot	Pranav AnandⒸ , Benjamin Shaw
USC JL	2nd	Closing Government	View Ballot	Pranav AnandⒸ , Benjamin Shaw
HH NW	3rd	Closing Opposition	View Ballot	Pranav AnandⒸ , Benjamin Shaw
USC BD	3rd	Opening Government	View Ballot	Greg WeavingⒸ , Alexis Nieves , Shi Wen Yeo
Bates ML	4th	Opening Opposition	View Ballot	Greg WeavingⒸ , Alexis Nieves , Shi Wen Yeo
UPenn GL	1st	Closing Government	View Ballot	Greg WeavingⒸ , Alexis Nieves , Shi Wen Yeo
Penn/Independent CS	2nd	Closing Opposition	View Ballot	Greg WeavingⒸ , Alexis Nieves , Shi Wen Yeo
UPenn ND	2nd	Opening Government	View Ballot	Michael NingⒸ , Tanush Bahl , Tran Trang Linh
HH WeMa	3rd	Opening Opposition	View Ballot	Michael NingⒸ , Tanush Bahl , Tran Trang Linh
Princeton BoKa	4th	Closing Government	View Ballot	Michael NingⒸ , Tanush Bahl , Tran Trang Linh
Columbia RB	1st	Closing Opposition	View Ballot	Michael NingⒸ , Tanush Bahl , Tran Trang Linh
Middlebury BB	3rd	Opening Government	View Ballot	Jessica SinghⒸ , Amna Amin , 😎 Trinity Montswillo
Rutgers AM	4th	Opening Opposition	View Ballot	Jessica SinghⒸ , Amna Amin , 😎 Trinity Montswillo
Fordham WH	1st	Closing Government	View Ballot	Jessica SinghⒸ , Amna Amin , 😎 Trinity Montswillo
Boston FC	2nd	Closing Opposition	View Ballot	Jessica SinghⒸ , Amna Amin , 😎 Trinity Montswillo
