Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
1	Benny Nicholson		Chicago KN	81	81	84	82	80	408	81.60	1.36
2=	Maxwell DeLorenzo	Novice	UPenn ND	82	78	83	83	81	407	81.40	1.85
2=	Jacob Silcoff		McGill ZS	80	81	81	83	82	407	81.40	1.02
4	Tejas Subramaniam		Stanford SZ	82	78	83	82	81	406	81.20	1.72
5=	Brian Li		Chicago LB	81	81	81	83	79	405	81.00	1.26
5=	Muzammil Godil	ESL	JHU YG	81	80	83	82	79	405	81.00	1.41
5=	Hasit Nanda	Novice	UPenn ND	81	79	83	82	80	405	81.00	1.41
5=	Ye Joo Han		Harvard HT	79	83	80	80	83	405	81.00	1.67
9=	Rohan Kapoor		Chicago KN	80	80	84	80	80	404	80.80	1.60
9=	Xiao-Ke Lu		Princeton XI	81	80	82	80	81	404	80.80	0.75
9=	Matti Tan		Harvard HT	79	83	81	79	82	404	80.80	1.60
12=	Robert Brown		Chicago LB	81	79	81	83	78	402	80.40	1.74
12=	Matej Cerman		Harvard BC	82	82	80	77	81	402	80.40	1.85
12=	Vivian Zhu		Stanford SZ	80	77	84	81	80	402	80.40	2.24
12=	Miles Wang	Novice	Harvard HW	80	80	83	80	79	402	80.40	1.36
12=	Isaac Cape		Princeton XI	82	79	81	80	80	402	80.40	1.02
17	Rohan Battula	Novice	Harvard BC	82	83	79	76	81	401	80.20	2.48
18=	Eli Pallrand		Cornell KP	79	82	79	80	79	399	79.80	1.17
18=	Nathaniel Yoon		JHU YG	79	79	82	79	80	399	79.80	1.17
18=	Max Williams	Novice	HH WM	81	80	80	78	80	399	79.80	0.98
18=	Jenna Hong		Harvard HW	81	79	82	78	79	399	79.80	1.47
22=	Michael Chen	Novice	Penn/Independent CS	78	81	79	79	81	398	79.60	1.20
22=	Hannah Zhao		McGill ZS	79	77	79	81	82	398	79.60	1.74
24=	Meg Kandarpa		Cornell KP	78	80	79	80	80	397	79.40	0.80
24=	Matt Aydin		Wake Forest/Hart House Hybrid AS	81	77	75	80	84	397	79.40	3.14
24=	Gwen Stearns		Wake Forest/Hart House Hybrid AS	79	78	75	82	83	397	79.40	2.87
24=	Ryan Lafferty		Dartmouth LW	80	81	81	79	76	397	79.40	1.85
24=	Jacquelynn Lin		Princeton LM	84	75	80	77	81	397	79.40	3.14
24=	Senkai Hsia		Stanford HI	79	78	77	81	82	397	79.40	1.85
