team	result	side	ballot	adjudicators
Harvard 4	2nd	Opening Government	View Ballot	Clarence BrontëⒸ , Brisa Lee , Hilary Tackie
UChicago 1	1st	Opening Opposition	View Ballot	Clarence BrontëⒸ , Brisa Lee , Hilary Tackie
Swing set	4th	Closing Government	View Ballot	Clarence BrontëⒸ , Brisa Lee , Hilary Tackie
Clemson 2	3rd	Closing Opposition	View Ballot	Clarence BrontëⒸ , Brisa Lee , Hilary Tackie
UCLA 2	2nd	Opening Government	View Ballot	Dihan NiloyⒸ , Maia Decker , Mia Cimino
Colgate 1	1st	Opening Opposition	View Ballot	Dihan NiloyⒸ , Maia Decker , Mia Cimino
Cornell 10	4th	Closing Government	View Ballot	Dihan NiloyⒸ , Maia Decker , Mia Cimino
Bates 4	3rd	Closing Opposition	View Ballot	Dihan NiloyⒸ , Maia Decker , Mia Cimino
Bard 2	3rd	Opening Government	View Ballot	Ravi SimonⒸ , Maria Mcevoy , 🅱️ennis Su 🐼
USAFA 5	2nd	Opening Opposition	View Ballot	Ravi SimonⒸ , Maria Mcevoy , 🅱️ennis Su 🐼
Cornell 14	4th	Closing Government	View Ballot	Ravi SimonⒸ , Maria Mcevoy , 🅱️ennis Su 🐼
UChicago 4	1st	Closing Opposition	View Ballot	Ravi SimonⒸ , Maria Mcevoy , 🅱️ennis Su 🐼
Duke 3	3rd	Opening Government	View Ballot	Selihom AndargeⒸ , Chijindum Dike
GFU 2	4th	Opening Opposition	View Ballot	Selihom AndargeⒸ , Chijindum Dike
JHU 1	1st	Closing Government	View Ballot	Selihom AndargeⒸ , Chijindum Dike
Yale 4	2nd	Closing Opposition	View Ballot	Selihom AndargeⒸ , Chijindum Dike
GW 1	1st	Opening Government	View Ballot	Serena YuanⒸ , Alan Pham , Will Flintoft
Colgate 3	3rd	Opening Opposition	View Ballot	Serena YuanⒸ , Alan Pham , Will Flintoft
PDP 1	2nd	Closing Government	View Ballot	Serena YuanⒸ , Alan Pham , Will Flintoft
Bard 1	4th	Closing Opposition	View Ballot	Serena YuanⒸ , Alan Pham , Will Flintoft
UChicago 2	2nd	Opening Government	View Ballot	Enshia Li 😎Ⓒ , Joe Gantt , Joel Erickson
Yale 6	1st	Opening Opposition	View Ballot	Enshia Li 😎Ⓒ , Joe Gantt , Joel Erickson
Cornell 2	4th	Closing Government	View Ballot	Enshia Li 😎Ⓒ , Joe Gantt , Joel Erickson
HWS 2	3rd	Closing Opposition	View Ballot	Enshia Li 😎Ⓒ , Joe Gantt , Joel Erickson
Bates 1	3rd	Opening Government	View Ballot	Ken NewbyⒸ , Diggory Waddle 🦝 , Josephine DeBono
UChicago 3	1st	Opening Opposition	View Ballot	Ken NewbyⒸ , Diggory Waddle 🦝 , Josephine DeBono
Cornell 4	4th	Closing Government	View Ballot	Ken NewbyⒸ , Diggory Waddle 🦝 , Josephine DeBono
UPenn 2	2nd	Closing Opposition	View Ballot	Ken NewbyⒸ , Diggory Waddle 🦝 , Josephine DeBono
Cornell 9	2nd	Opening Government	View Ballot	Drew HarringtonⒸ , Jackson Long , Rihem Sejil
Wheaton 1	1st	Opening Opposition	View Ballot	Drew HarringtonⒸ , Jackson Long , Rihem Sejil
GFU 1	4th	Closing Government	View Ballot	Drew HarringtonⒸ , Jackson Long , Rihem Sejil
HWS 5	3rd	Closing Opposition	View Ballot	Drew HarringtonⒸ , Jackson Long , Rihem Sejil
Claremont 1	3rd	Opening Government	View Ballot	Sam HuangⒸ , Cameron Chacon , Jared Barrett
Cornell 3	2nd	Opening Opposition	View Ballot	Sam HuangⒸ , Cameron Chacon , Jared Barrett
UCLA 1	1st	Closing Government	View Ballot	Sam HuangⒸ , Cameron Chacon , Jared Barrett
Morehouse 2	4th	Closing Opposition	View Ballot	Sam HuangⒸ , Cameron Chacon , Jared Barrett
TKC NYC 2	4th	Opening Government	View Ballot	Pranav AnandⒸ , Jack Morgenstein , Radvilas Pelanis
LCC 3	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Jack Morgenstein , Radvilas Pelanis
U of R/ROC 1	2nd	Closing Government	View Ballot	Pranav AnandⒸ , Jack Morgenstein , Radvilas Pelanis
Morehouse 1	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Jack Morgenstein , Radvilas Pelanis
Cornell 13	3rd	Opening Government	View Ballot	Miranda ZiglerⒸ , Grant Chen , Madeleine Fordham
Bard 3	2nd	Opening Opposition	View Ballot	Miranda ZiglerⒸ , Grant Chen , Madeleine Fordham
Bates 3	4th	Closing Government	View Ballot	Miranda ZiglerⒸ , Grant Chen , Madeleine Fordham
UPenn 1	1st	Closing Opposition	View Ballot	Miranda ZiglerⒸ , Grant Chen , Madeleine Fordham
Harvard 1	2nd	Opening Government	View Ballot	Sam NelsonⒸ , James Baugh , Rowan Haffner
HWS 6	4th	Opening Opposition	View Ballot	Sam NelsonⒸ , James Baugh , Rowan Haffner
LCC 1	3rd	Closing Government	View Ballot	Sam NelsonⒸ , James Baugh , Rowan Haffner
