team	result	side	ballot	adjudicators
Cornell 6	3rd	Opening Government	View Ballot	Josh Cohen ☢️Ⓒ , Chijindum Dike , Sandy Greenberg
Yale 2	1st	Opening Opposition	View Ballot	Josh Cohen ☢️Ⓒ , Chijindum Dike , Sandy Greenberg
DUDU 1	4th	Closing Government	View Ballot	Josh Cohen ☢️Ⓒ , Chijindum Dike , Sandy Greenberg
Duke 2	2nd	Closing Opposition	View Ballot	Josh Cohen ☢️Ⓒ , Chijindum Dike , Sandy Greenberg
HWS 5	4th	Opening Government	View Ballot	Serena YuanⒸ , Maia Decker , Maria Mcevoy
Wheaton 2	1st	Opening Opposition	View Ballot	Serena YuanⒸ , Maia Decker , Maria Mcevoy
LCC 2	2nd	Closing Government	View Ballot	Serena YuanⒸ , Maia Decker , Maria Mcevoy
HWS 6	3rd	Closing Opposition	View Ballot	Serena YuanⒸ , Maia Decker , Maria Mcevoy
LCC 3	1st	Opening Government	View Ballot	Andy WangⒸ , Rihem Sejil
Cornell 8	3rd	Opening Opposition	View Ballot	Andy WangⒸ , Rihem Sejil
Colgate 3	4th	Closing Government	View Ballot	Andy WangⒸ , Rihem Sejil
Cornell 13	2nd	Closing Opposition	View Ballot	Andy WangⒸ , Rihem Sejil
USAFA 4	3rd	Opening Government	View Ballot	Drew HarringtonⒸ , Aidan Healy , Kathryn Cuneo
Harvard 1	2nd	Opening Opposition	View Ballot	Drew HarringtonⒸ , Aidan Healy , Kathryn Cuneo
WM 2	4th	Closing Government	View Ballot	Drew HarringtonⒸ , Aidan Healy , Kathryn Cuneo
Harvard 4	1st	Closing Opposition	View Ballot	Drew HarringtonⒸ , Aidan Healy , Kathryn Cuneo
Bates 3	1st	Opening Government	View Ballot	Arpi YangⒸ , Naz Soysal
GFU 1	2nd	Opening Opposition	View Ballot	Arpi YangⒸ , Naz Soysal
Bates 2	3rd	Closing Government	View Ballot	Arpi YangⒸ , Naz Soysal
Swing set	4th	Closing Opposition	View Ballot	Arpi YangⒸ , Naz Soysal
Morehouse 1	4th	Opening Government	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Joel Erickson
Yale 5	2nd	Opening Opposition	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Joel Erickson
UCLA 2	1st	Closing Government	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Joel Erickson
GW 1	3rd	Closing Opposition	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Joel Erickson
USAFA 1	4th	Opening Government	View Ballot	Da’Von BoydⒸ , Zoë Breininger
UPenn 1	2nd	Opening Opposition	View Ballot	Da’Von BoydⒸ , Zoë Breininger
UChicago 1	1st	Closing Government	View Ballot	Da’Von BoydⒸ , Zoë Breininger
Cornell 3	3rd	Closing Opposition	View Ballot	Da’Von BoydⒸ , Zoë Breininger
USAFA 5	2nd	Opening Government	View Ballot	Grant ChenⒸ , Alan Pham , Hilary Tackie
Colgate 2	3rd	Opening Opposition	View Ballot	Grant ChenⒸ , Alan Pham , Hilary Tackie
Claremont 1	4th	Closing Government	View Ballot	Grant ChenⒸ , Alan Pham , Hilary Tackie
GFU 2	1st	Closing Opposition	View Ballot	Grant ChenⒸ , Alan Pham , Hilary Tackie
UChicago 4	1st	Opening Government	View Ballot	Pranav AnandⒸ , Evan Louey-Dacus , Joe Gantt
UChicago 2	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Evan Louey-Dacus , Joe Gantt
