team	result	side	ballot	adjudicators
UChicago 3	4th	Opening Government	View Ballot	Da’Von BoydⒸ , Cameron Chacon , Jack Morgenstein
Stanford 1	1st	Opening Opposition	View Ballot	Da’Von BoydⒸ , Cameron Chacon , Jack Morgenstein
UChicago 4	3rd	Closing Government	View Ballot	Da’Von BoydⒸ , Cameron Chacon , Jack Morgenstein
PDP 2	2nd	Closing Opposition	View Ballot	Da’Von BoydⒸ , Cameron Chacon , Jack Morgenstein
Cornell 3	2nd	Opening Government	View Ballot	Selihom AndargeⒸ , Clarence Brontë , Ravi Simon
HWS 3	4th	Opening Opposition	View Ballot	Selihom AndargeⒸ , Clarence Brontë , Ravi Simon
Harvard 3	3rd	Closing Government	View Ballot	Selihom AndargeⒸ , Clarence Brontë , Ravi Simon
Harvard 1	1st	Closing Opposition	View Ballot	Selihom AndargeⒸ , Clarence Brontë , Ravi Simon
Bates 3	3rd	Opening Government	View Ballot	Evan Louey-DacusⒸ , Brisa Lee , Paulina Tejada
Bates 2	2nd	Opening Opposition	View Ballot	Evan Louey-DacusⒸ , Brisa Lee , Paulina Tejada
Morehouse 2	1st	Closing Government	View Ballot	Evan Louey-DacusⒸ , Brisa Lee , Paulina Tejada
Colgate 3	4th	Closing Opposition	View Ballot	Evan Louey-DacusⒸ , Brisa Lee , Paulina Tejada
UCLA 1	4th	Opening Government	View Ballot	🅱️ennis Su 🐼Ⓒ , Josh Cohen ☢️ , Sandy Greenberg
UPenn 2	1st	Opening Opposition	View Ballot	🅱️ennis Su 🐼Ⓒ , Josh Cohen ☢️ , Sandy Greenberg
PDP 1	3rd	Closing Government	View Ballot	🅱️ennis Su 🐼Ⓒ , Josh Cohen ☢️ , Sandy Greenberg
UCB 1	2nd	Closing Opposition	View Ballot	🅱️ennis Su 🐼Ⓒ , Josh Cohen ☢️ , Sandy Greenberg
UChicago 1	4th	Opening Government	View Ballot	Tanay PatriⒸ , Naz Soysal , Pranav Anand
JHU 1	2nd	Opening Opposition	View Ballot	Tanay PatriⒸ , Naz Soysal , Pranav Anand
USAFA 1	3rd	Closing Government	View Ballot	Tanay PatriⒸ , Naz Soysal , Pranav Anand
Harvard 4	1st	Closing Opposition	View Ballot	Tanay PatriⒸ , Naz Soysal , Pranav Anand
Duke 1	2nd	Opening Government	View Ballot	Sam HuangⒸ , Diggory Waddle 🦝 , William Nunley
HWS 1	4th	Opening Opposition	View Ballot	Sam HuangⒸ , Diggory Waddle 🦝 , William Nunley
Yale 6	3rd	Closing Government	View Ballot	Sam HuangⒸ , Diggory Waddle 🦝 , William Nunley
UChicago 2	1st	Closing Opposition	View Ballot	Sam HuangⒸ , Diggory Waddle 🦝 , William Nunley
Cornell 6	2nd	Opening Government	View Ballot	Serena YuanⒸ , Grant Chen , Rihem Sejil
Cornell 10	4th	Opening Opposition	View Ballot	Serena YuanⒸ , Grant Chen , Rihem Sejil
Stanford 2	3rd	Closing Government	View Ballot	Serena YuanⒸ , Grant Chen , Rihem Sejil
Duke 2	1st	Closing Opposition	View Ballot	Serena YuanⒸ , Grant Chen , Rihem Sejil
Bard 1	4th	Opening Government	View Ballot	Aidan HealyⒸ , Jassaira Diaz Melgar , Rowan Haffner
Cornell 4	1st	Opening Opposition	View Ballot	Aidan HealyⒸ , Jassaira Diaz Melgar , Rowan Haffner
HWS 5	2nd	Closing Government	View Ballot	Aidan HealyⒸ , Jassaira Diaz Melgar , Rowan Haffner
GFU 1	3rd	Closing Opposition	View Ballot	Aidan HealyⒸ , Jassaira Diaz Melgar , Rowan Haffner
Swing set	2nd	Opening Government	View Ballot	Maia DeckerⒸ , Chijindum Dike , Josephine DeBono
Swing dance	3rd	Opening Opposition	View Ballot	Maia DeckerⒸ , Chijindum Dike , Josephine DeBono
Cornell 11	1st	Closing Government	View Ballot	Maia DeckerⒸ , Chijindum Dike , Josephine DeBono
TKC NYC 2	4th	Closing Opposition	View Ballot	Maia DeckerⒸ , Chijindum Dike , Josephine DeBono
HWS 4	1st	Opening Government	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Hilary Tackie , Jared Barrett
LCC 3	3rd	Opening Opposition	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Hilary Tackie , Jared Barrett
