team	result	side	ballot	adjudicators
Cornell 2	4th	Opening Government	View Ballot	🅱️ennis Su 🐼Ⓒ , Aidan Healy , Maia Decker
UCB 1	3rd	Opening Opposition	View Ballot	🅱️ennis Su 🐼Ⓒ , Aidan Healy , Maia Decker
UChicago 1	2nd	Closing Government	View Ballot	🅱️ennis Su 🐼Ⓒ , Aidan Healy , Maia Decker
Harvard 3	1st	Closing Opposition	View Ballot	🅱️ennis Su 🐼Ⓒ , Aidan Healy , Maia Decker
UPenn 2	3rd	Opening Government	View Ballot	Serena YuanⒸ , Grant Chen , Jack Morgenstein
Yale 4	1st	Opening Opposition	View Ballot	Serena YuanⒸ , Grant Chen , Jack Morgenstein
GW 1	4th	Closing Government	View Ballot	Serena YuanⒸ , Grant Chen , Jack Morgenstein
HWS 1	2nd	Closing Opposition	View Ballot	Serena YuanⒸ , Grant Chen , Jack Morgenstein
Cornell 7	4th	Opening Government	View Ballot	Enshia Li 😎Ⓒ , Grace Kongoy , Josephine DeBono
Bard 2	2nd	Opening Opposition	View Ballot	Enshia Li 😎Ⓒ , Grace Kongoy , Josephine DeBono
USAFA 3	3rd	Closing Government	View Ballot	Enshia Li 😎Ⓒ , Grace Kongoy , Josephine DeBono
LCC 3	1st	Closing Opposition	View Ballot	Enshia Li 😎Ⓒ , Grace Kongoy , Josephine DeBono
Duke 3	2nd	Opening Government	View Ballot	Dylan Young 🍑Ⓒ , Will Flintoft
HWS 4	1st	Opening Opposition	View Ballot	Dylan Young 🍑Ⓒ , Will Flintoft
LCC 1	3rd	Closing Government	View Ballot	Dylan Young 🍑Ⓒ , Will Flintoft
Colgate 1	4th	Closing Opposition	View Ballot	Dylan Young 🍑Ⓒ , Will Flintoft
Wheaton 2	2nd	Opening Government	View Ballot	Da’Von BoydⒸ , Chijindum Dike , Nathaniel Conti
Wheaton 1	1st	Opening Opposition	View Ballot	Da’Von BoydⒸ , Chijindum Dike , Nathaniel Conti
Cornell 10	4th	Closing Government	View Ballot	Da’Von BoydⒸ , Chijindum Dike , Nathaniel Conti
Cornell 14	3rd	Closing Opposition	View Ballot	Da’Von BoydⒸ , Chijindum Dike , Nathaniel Conti
Duke 2	1st	Opening Government	View Ballot	Júlia García GüellⒸ , Jassaira Diaz Melgar , Joe Gantt
Yale 2	2nd	Opening Opposition	View Ballot	Júlia García GüellⒸ , Jassaira Diaz Melgar , Joe Gantt
DUDU 1	3rd	Closing Government	View Ballot	Júlia García GüellⒸ , Jassaira Diaz Melgar , Joe Gantt
USAFA 2	4th	Closing Opposition	View Ballot	Júlia García GüellⒸ , Jassaira Diaz Melgar , Joe Gantt
Yale 5	4th	Opening Government	View Ballot	Ravi SimonⒸ , Brisa Lee , Diggory Waddle 🦝
Harvard 1	3rd	Opening Opposition	View Ballot	Ravi SimonⒸ , Brisa Lee , Diggory Waddle 🦝
Harvard 4	1st	Closing Government	View Ballot	Ravi SimonⒸ , Brisa Lee , Diggory Waddle 🦝
JHU 1	2nd	Closing Opposition	View Ballot	Ravi SimonⒸ , Brisa Lee , Diggory Waddle 🦝
Cornell 13	2nd	Opening Government	View Ballot	Sandy GreenbergⒸ , Kyle Mayers , Miki Cudmore
Cornell 8	3rd	Opening Opposition	View Ballot	Sandy GreenbergⒸ , Kyle Mayers , Miki Cudmore
Bates 4	1st	Closing Government	View Ballot	Sandy GreenbergⒸ , Kyle Mayers , Miki Cudmore
Morehouse 2	4th	Closing Opposition	View Ballot	Sandy GreenbergⒸ , Kyle Mayers , Miki Cudmore
HWS 3	4th	Opening Government	View Ballot	Josh Cohen ☢️Ⓒ , Rowan Haffner , Shannon Scott
PDP 1	2nd	Opening Opposition	View Ballot	Josh Cohen ☢️Ⓒ , Rowan Haffner , Shannon Scott
Bates 1	1st	Closing Government	View Ballot	Josh Cohen ☢️Ⓒ , Rowan Haffner , Shannon Scott
Cornell 1	3rd	Closing Opposition	View Ballot	Josh Cohen ☢️Ⓒ , Rowan Haffner , Shannon Scott
TKC NYC 2	4th	Opening Government	View Ballot	Rohan GodaⒸ , Hilary Tackie , Naz Soysal
GFU 1	3rd	Opening Opposition	View Ballot	Rohan GodaⒸ , Hilary Tackie , Naz Soysal
Colgate 3	2nd	Closing Government	View Ballot	Rohan GodaⒸ , Hilary Tackie , Naz Soysal
Bard 1	1st	Closing Opposition	View Ballot	Rohan GodaⒸ , Hilary Tackie , Naz Soysal
UPenn 1	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Jared Barrett , Miranda Zigler
Duke 1	4th	Opening Opposition	View Ballot	Pranav AnandⒸ , Jared Barrett , Miranda Zigler
UChicago 3	3rd	Closing Government	View Ballot	Pranav AnandⒸ , Jared Barrett , Miranda Zigler
Yale 6	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Jared Barrett , Miranda Zigler
Claremont 1	2nd	Opening Government	View Ballot	James BaughⒸ , Radvilas Pelanis
Bates 3	1st	Opening Opposition	View Ballot	James BaughⒸ , Radvilas Pelanis
HWS 6	4th	Closing Government	View Ballot	James BaughⒸ , Radvilas Pelanis
Cornell 9	3rd	Closing Opposition	View Ballot	James BaughⒸ , Radvilas Pelanis
Morehouse 1	3rd	Opening Government	View Ballot	Cameron ChaconⒸ , Dihan Niloy , Jackson Long
Cornell 6	4th	Opening Opposition	View Ballot	Cameron ChaconⒸ , Dihan Niloy , Jackson Long
U of R/ROC 1	2nd	Closing Government	View Ballot	Cameron ChaconⒸ , Dihan Niloy , Jackson Long
UCLA 1	1st	Closing Opposition	View Ballot	Cameron ChaconⒸ , Dihan Niloy , Jackson Long
PDP 2	2nd	Opening Government	View Ballot	Tanay PatriⒸ , Ben Frazer , Maria Mcevoy
UChicago 2	3rd	Opening Opposition	View Ballot	Tanay PatriⒸ , Ben Frazer , Maria Mcevoy
Stanford 1	4th	Closing Government	View Ballot	Tanay PatriⒸ , Ben Frazer , Maria Mcevoy
UChicago 4	1st	Closing Opposition	View Ballot	Tanay PatriⒸ , Ben Frazer , Maria Mcevoy
Bard 3	3rd	Opening Government	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Alan Pham
USAFA 5	2nd	Opening Opposition	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Alan Pham
Clemson 1	4th	Closing Government	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Alan Pham
Colgate 2	1st	Closing Opposition	View Ballot	Amaar Jeyasothy 🇲🇾Ⓒ , Alan Pham
Bates 2	1st	Opening Government	View Ballot	Selihom AndargeⒸ , Evan Louey-Dacus , William Nunley
HWS 5	4th	Opening Opposition	View Ballot	Selihom AndargeⒸ , Evan Louey-Dacus , William Nunley
Cornell 4	3rd	Closing Government	View Ballot	Selihom AndargeⒸ , Evan Louey-Dacus , William Nunley
Cornell 11	2nd	Closing Opposition	View Ballot	Selihom AndargeⒸ , Evan Louey-Dacus , William Nunley
USAFA 4	2nd	Opening Government	View Ballot	Arpi YangⒸ , Andy Wang , Rihem Sejil
Cornell 3	3rd	Opening Opposition	View Ballot	Arpi YangⒸ , Andy Wang , Rihem Sejil
UCLA 2	1st	Closing Government	View Ballot	Arpi YangⒸ , Andy Wang , Rihem Sejil
USAFA 1	4th	Closing Opposition	View Ballot	Arpi YangⒸ , Andy Wang , Rihem Sejil
GFU 2	4th	Opening Government	View Ballot	Clarence BrontëⒸ , Mia Cimino , Xinyu Hu
Clemson 2	2nd	Opening Opposition	View Ballot	Clarence BrontëⒸ , Mia Cimino , Xinyu Hu
LCC 2	3rd	Closing Government	View Ballot	Clarence BrontëⒸ , Mia Cimino , Xinyu Hu
Stanford 2	1st	Closing Opposition	View Ballot	Clarence BrontëⒸ , Mia Cimino , Xinyu Hu
