team	result	side	ballot	adjudicators
UCT A	3rd	Opening Government	View Ballot	William SmithⒸ , Emily Ni
Yale SY	1st	Opening Opposition	View Ballot	William SmithⒸ , Emily Ni
TCD Phil B	4th	Closing Government	View Ballot	William SmithⒸ , Emily Ni
KCL C	2nd	Closing Opposition	View Ballot	William SmithⒸ , Emily Ni
TCD Hist C	3rd	Opening Government	View Ballot	Helena HeckeⒸ , Guyberli van Thuijl , Aidan ScibleⓉ
Sciences Po A	2nd	Opening Opposition	View Ballot	Helena HeckeⒸ , Guyberli van Thuijl , Aidan ScibleⓉ
EDS RT	1st	Closing Government	View Ballot	Helena HeckeⒸ , Guyberli van Thuijl , Aidan ScibleⓉ
Leiden HM	4th	Closing Opposition	View Ballot	Helena HeckeⒸ , Guyberli van Thuijl , Aidan ScibleⓉ
Bristol NA	2nd	Opening Government	View Ballot	Jack WilliamsⒸ , Elizabeth McCabe
Warwick B	3rd	Opening Opposition	View Ballot	Jack WilliamsⒸ , Elizabeth McCabe
NYUAD B	4th	Closing Government	View Ballot	Jack WilliamsⒸ , Elizabeth McCabe
EDS A	1st	Closing Opposition	View Ballot	Jack WilliamsⒸ , Elizabeth McCabe
Sciences Po L	3rd	Opening Opposition	View Ballot	Lior SokolⒸ , Audrey Melody
GUU A	1st	Closing Government	View Ballot	Lior SokolⒸ , Audrey Melody
TCD Hist A	4th	Closing Opposition	View Ballot	Lior SokolⒸ , Audrey Melody
Princeton B	2nd	Opening Government	View Ballot	Sam HuangⒸ , Conor Dolan
Cornell OM	3rd	Opening Opposition	View Ballot	Sam HuangⒸ , Conor Dolan
Harvard BC	1st	Closing Government	View Ballot	Sam HuangⒸ , Conor Dolan
Edinburgh A	4th	Closing Opposition	View Ballot	Sam HuangⒸ , Conor Dolan
UCL DQ	3rd	Opening Government	View Ballot	Hadar GoldbergⒸ , Mark Rothery
Stanford CM	2nd	Opening Opposition	View Ballot	Hadar GoldbergⒸ , Mark Rothery
Sheffield A	4th	Closing Government	View Ballot	Hadar GoldbergⒸ , Mark Rothery
UCD L&amp;H A	1st	Closing Opposition	View Ballot	Hadar GoldbergⒸ , Mark Rothery
BDU A	2nd	Opening Government	View Ballot	Kitty DallasⒸ , Aswin (Gian) Chansrichawla
Middlebury AM	3rd	Opening Opposition	View Ballot	Kitty DallasⒸ , Aswin (Gian) Chansrichawla
Sciences Po DR	4th	Closing Government	View Ballot	Kitty DallasⒸ , Aswin (Gian) Chansrichawla
Middlebury SH	2nd	Opening Government	View Ballot	Amelia PotockaⒸ , Anna GolovaⓉ , Jemima WilliamsⓉ
