team	result	side	ballot	adjudicators
Sydney Bella &amp; Sophie	2nd	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Nar Sher May , Rahul
Chicago JH	3rd	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Nar Sher May , Rahul
uOttawa EDS No planning	4th	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Nar Sher May , Rahul
UNWE Finally getting some empathy for t	1st	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Nar Sher May , Rahul
UW BlackPink	1st	Opening Government	View Ballot	Diggory WaddleⒸ , Ojas
CU B	2nd	Opening Opposition	View Ballot	Diggory WaddleⒸ , Ojas
BRAC B	3rd	Closing Government	View Ballot	Diggory WaddleⒸ , Ojas
BUTEX A	4th	Closing Opposition	View Ballot	Diggory WaddleⒸ , Ojas
BP&gt;APDA	3rd	Opening Government	View Ballot	Shireen AliⒸ , Keshav R , Oliver ChowⓉ
UCL A or: HILTSWALMP	2nd	Opening Opposition	View Ballot	Shireen AliⒸ , Keshav R , Oliver ChowⓉ
OSCA A	1st	Closing Government	View Ballot	Shireen AliⒸ , Keshav R , Oliver ChowⓉ
GUU B	4th	Closing Opposition	View Ballot	Shireen AliⒸ , Keshav R , Oliver ChowⓉ
HUJI D	4th	Opening Government	View Ballot	Alek SelvelievⒸ , William Zhang , Xiao-Ke Lu
Chicago/Hopkins GW	3rd	Opening Opposition	View Ballot	Alek SelvelievⒸ , William Zhang , Xiao-Ke Lu
Zagreb A	2nd	Closing Government	View Ballot	Alek SelvelievⒸ , William Zhang , Xiao-Ke Lu
alex squared	1st	Closing Opposition	View Ballot	Alek SelvelievⒸ , William Zhang , Xiao-Ke Lu
ex exes	3rd	Opening Government	View Ballot	Lucy McManusⒸ , Oisín Browne , Pranjal SinglaⓉ
chat gpt name recommendation: Disc	2nd	Opening Opposition	View Ballot	Lucy McManusⒸ , Oisín Browne , Pranjal SinglaⓉ
NU Phone Who Dis	1st	Closing Government	View Ballot	Lucy McManusⒸ , Oisín Browne , Pranjal SinglaⓉ
Sydney Don&#x27;tWorry	4th	Closing Opposition	View Ballot	Lucy McManusⒸ , Oisín Browne , Pranjal SinglaⓉ
Oxford D	1st	Opening Opposition	View Ballot	Simon LuoⒸ , Becky Alek
IIT Bombay Why debate now when we can debate	4th	Closing Government	View Ballot	Simon LuoⒸ , Becky Alek
Mumbai Osaka MM	4th	Opening Opposition	View Ballot	Alexander FraserⒸ , Brandon Zhang , Yeasin Arafat Limon
KBS Ukraine A	3rd	Closing Government	View Ballot	Alexander FraserⒸ , Brandon Zhang , Yeasin Arafat Limon
Technion A	2nd	Closing Opposition	View Ballot	Alexander FraserⒸ , Brandon Zhang , Yeasin Arafat Limon
McGill M.D. U?	1st	Opening Government	View Ballot	Alexander FraserⒸ , Brandon Zhang , Yeasin Arafat Limon
Hegelian Finance Bros	4th	Opening Government	View Ballot	Shaun LeeⒸ , Paula Breyer , Ethan JiangⓉ
Belgrade (B)Ésan pas, lajem noćima pod tvoj	1st	Opening Opposition	View Ballot	Shaun LeeⒸ , Paula Breyer , Ethan JiangⓉ
Weizmann DS	3rd	Closing Government	View Ballot	Shaun LeeⒸ , Paula Breyer , Ethan JiangⓉ
UWODS C: Michael Chen	2nd	Closing Opposition	View Ballot	Shaun LeeⒸ , Paula Breyer , Ethan JiangⓉ
uOttawa EDS We&#x27;ve been planning this for month	3rd	Opening Government	View Ballot	Diego DuarteⒸ , Aymaan Sheikh , Lee Ke Yin
Bucharest AD	1st	Opening Opposition	View Ballot	Diego DuarteⒸ , Aymaan Sheikh , Lee Ke Yin
HUJI B	2nd	Closing Government	View Ballot	Diego DuarteⒸ , Aymaan Sheikh , Lee Ke Yin
Yale Event Horizon Telescope Stans	4th	Closing Opposition	View Ballot	Diego DuarteⒸ , Aymaan Sheikh , Lee Ke Yin
Nanyang Tech NTUC Fairprice	3rd	Opening Government	View Ballot	Simon LuoⒸ , Becky Alek
Swing 3	2nd	Closing Opposition	View Ballot	Simon LuoⒸ , Becky Alek
TCD Hist European debating was too hard so	2nd	Opening Government	View Ballot	Craig McDonaldⒸ , Ametu Prosper , Tim LevyⓉ
Stanford CB	4th	Opening Opposition	View Ballot	Craig McDonaldⒸ , Ametu Prosper , Tim LevyⓉ
KNUST Busy bees D&amp;D	3rd	Closing Government	View Ballot	Craig McDonaldⒸ , Ametu Prosper , Tim LevyⓉ
Belgrade A	1st	Closing Opposition	View Ballot	Craig McDonaldⒸ , Ametu Prosper , Tim LevyⓉ
UW ✨ generation gap ✨	2nd	Opening Government	View Ballot	Jane MentzingerⒸ , Ananya Krishna , Henry Kofi , Nevo Werner-ReissⓉ
Uniandes OV	4th	Opening Opposition	View Ballot	Jane MentzingerⒸ , Ananya Krishna , Henry Kofi , Nevo Werner-ReissⓉ
Rusty Crabs	1st	Closing Government	View Ballot	Jane MentzingerⒸ , Ananya Krishna , Henry Kofi , Nevo Werner-ReissⓉ
Stanford BC	3rd	Closing Opposition	View Ballot	Jane MentzingerⒸ , Ananya Krishna , Henry Kofi , Nevo Werner-ReissⓉ
HH A&amp;M	3rd	Opening Government	View Ballot	Chinmaya MohanⒸ , Grant Chen , Rajyawardhan Singh
Stanford CT	2nd	Opening Opposition	View Ballot	Chinmaya MohanⒸ , Grant Chen , Rajyawardhan Singh
Dartmouth name	1st	Closing Government	View Ballot	Chinmaya MohanⒸ , Grant Chen , Rajyawardhan Singh
UWODS Sparsie	4th	Closing Opposition	View Ballot	Chinmaya MohanⒸ , Grant Chen , Rajyawardhan Singh
Dartmouth (OPP)enheimer	1st	Opening Government	View Ballot	Alexandra McCreadieⒸ , Kelvin Kwabena Asamoah Damptey , Vasilije MilačićⓉ
Chicago LP	4th	Opening Opposition	View Ballot	Alexandra McCreadieⒸ , Kelvin Kwabena Asamoah Damptey , Vasilije MilačićⓉ
Brown ฅ^•ﻌ•^ฅ	2nd	Closing Government	View Ballot	Alexandra McCreadieⒸ , Kelvin Kwabena Asamoah Damptey , Vasilije MilačićⓉ
HH xXminecraftluvrXx	3rd	Closing Opposition	View Ballot	Alexandra McCreadieⒸ , Kelvin Kwabena Asamoah Damptey , Vasilije MilačićⓉ
NSUT Wonka&#x27;s Loompas	4th	Opening Opposition	View Ballot	Flora BaekⒸ , Nir Kligsberg , Angus McGregorⓉ
Oxford B	1st	Closing Government	View Ballot	Flora BaekⒸ , Nir Kligsberg , Angus McGregorⓉ
Bates celiBates	3rd	Closing Opposition	View Ballot	Flora BaekⒸ , Nir Kligsberg , Angus McGregorⓉ
HH Googlolplex	1st	Opening Government	View Ballot	Atyia Al-HammudⒸ , Ryosei Kobayashi , Trudeau Okech
USDU Try-hard Troopers	2nd	Opening Opposition	View Ballot	Atyia Al-HammudⒸ , Ryosei Kobayashi , Trudeau Okech
NTU QWERTYU	4th	Closing Government	View Ballot	Atyia Al-HammudⒸ , Ryosei Kobayashi , Trudeau Okech
NSUT Bing Chilling	3rd	Closing Opposition	View Ballot	Atyia Al-HammudⒸ , Ryosei Kobayashi , Trudeau Okech
Belgrade C(popuni ovo)	3rd	Opening Opposition	View Ballot	Klaudia MaciejewskaⒸ , Sudiksha Aggarwal , Thu-Hien Thi Do , Harsh SinhaⓉ
