team	result	side	ballot	adjudicators
NSUT No lucks given	1st	Opening Government	View Ballot	Eli FerrellⒸ , Yonatan Klyiner , Ocean LinⓉ
UWODS Sparsie	2nd	Opening Opposition	View Ballot	Eli FerrellⒸ , Yonatan Klyiner , Ocean LinⓉ
NSUT Quick Wits	3rd	Closing Government	View Ballot	Eli FerrellⒸ , Yonatan Klyiner , Ocean LinⓉ
GNLU hoMANs	4th	Closing Opposition	View Ballot	Eli FerrellⒸ , Yonatan Klyiner , Ocean LinⓉ
BRAC A	3rd	Opening Government	View Ballot	Inbal GevaⒸ , Reginald Fajardo
Sydney Don&#x27;tWorry	1st	Opening Opposition	View Ballot	Inbal GevaⒸ , Reginald Fajardo
Berlin Utilitarian arguments disguised as	2nd	Closing Government	View Ballot	Inbal GevaⒸ , Reginald Fajardo
Santo Tomas - Theory Can Only Take You So Far	4th	Closing Opposition	View Ballot	Inbal GevaⒸ , Reginald Fajardo
HH going GOBLIN MODE	2nd	Opening Government	View Ballot	Shaun LeeⒸ , Flora Baek , Rahul Datta
LSE Shaurya&#x27;s hair is unKempt	1st	Opening Opposition	View Ballot	Shaun LeeⒸ , Flora Baek , Rahul Datta
UWODS Western A+	4th	Closing Government	View Ballot	Shaun LeeⒸ , Flora Baek , Rahul Datta
St Andrews Musk building infrastructure in (A	3rd	Closing Opposition	View Ballot	Shaun LeeⒸ , Flora Baek , Rahul Datta
LSE C	2nd	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Aniket Chakravorty , Anna Sawicka
Zagreb A	1st	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Aniket Chakravorty , Anna Sawicka
Sciences Po this is a PWSC marketing scheme	4th	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Aniket Chakravorty , Anna Sawicka
Ilorin/Mouau	3rd	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Aniket Chakravorty , Anna Sawicka
pizz chillers	1st	Opening Government	View Ballot	Pranav AnandⒸ , Jonathan Tuliao , Lucy McManus
Stanford CB	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Jonathan Tuliao , Lucy McManus
Bates pink crocks no socks	2nd	Closing Government	View Ballot	Pranav AnandⒸ , Jonathan Tuliao , Lucy McManus
For Business	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , Jonathan Tuliao , Lucy McManus
alex squared	4th	Closing Opposition	View Ballot	Shireen AliⒸ , Velina Andonova , Yashowardhan Rai
MUST Hair Dye and Korean Girl	4th	Opening Government	View Ballot	Ethan JiangⒸ , Nidhi Rayudu , Alexander HoroyskiⓉ
HUJI D	2nd	Opening Opposition	View Ballot	Ethan JiangⒸ , Nidhi Rayudu , Alexander HoroyskiⓉ
我們一起學喵叫	1st	Closing Government	View Ballot	Ethan JiangⒸ , Nidhi Rayudu , Alexander HoroyskiⓉ
EUDU Tom and Foolery - friends to foes	3rd	Closing Opposition	View Ballot	Ethan JiangⒸ , Nidhi Rayudu , Alexander HoroyskiⓉ
Oxford AP	1st	Opening Government	View Ballot	Shireen AliⒸ , Velina Andonova , Yashowardhan Rai
Rusty Crabs	3rd	Opening Opposition	View Ballot	Shireen AliⒸ , Velina Andonova , Yashowardhan Rai
Oxford I Met God and She Works at McKinse	2nd	Closing Government	View Ballot	Shireen AliⒸ , Velina Andonova , Yashowardhan Rai
NSUT Wonka&#x27;s Loompas	3rd	Opening Government	View Ballot	Grant ChenⒸ , Oladi Gabisi , Rohan AllikerⓉ
HH A&amp;M	2nd	Opening Opposition	View Ballot	Grant ChenⒸ , Oladi Gabisi , Rohan AllikerⓉ
DUDU Eastern Time Zone Tournament let&#x27;s	1st	Closing Government	View Ballot	Grant ChenⒸ , Oladi Gabisi , Rohan AllikerⓉ
DU - B	4th	Closing Opposition	View Ballot	Grant ChenⒸ , Oladi Gabisi , Rohan AllikerⓉ
bantal princess	1st	Opening Government	View Ballot	Eric KazadiⒸ , Auguste McNally , Prashasti Saxena
OSCA A	4th	Opening Opposition	View Ballot	Eric KazadiⒸ , Auguste McNally , Prashasti Saxena
Triplespeaking here and two other	2nd	Closing Government	View Ballot	Eric KazadiⒸ , Auguste McNally , Prashasti Saxena
Chicago JH	3rd	Closing Opposition	View Ballot	Eric KazadiⒸ , Auguste McNally , Prashasti Saxena
Stanford DF	3rd	Opening Opposition	View Ballot	Simon LuoⒸ , Kaustubh Jain , Kayla Powers
Sydney TBC	1st	Closing Government	View Ballot	Simon LuoⒸ , Kaustubh Jain , Kayla Powers
Weizmann DS	4th	Closing Opposition	View Ballot	Simon LuoⒸ , Kaustubh Jain , Kayla Powers
Cambridge AM	2nd	Opening Government	View Ballot	Simon LuoⒸ , Kaustubh Jain , Kayla Powers
DTU Wait….this isn’t Nepal??	2nd	Opening Government	View Ballot	Aymaan SheikhⒸ , Mohanish Tatiya , Ojas
Stanford DQ	3rd	Opening Opposition	View Ballot	Aymaan SheikhⒸ , Mohanish Tatiya , Ojas
chat gpt name recommendation: Disc	1st	Closing Government	View Ballot	Aymaan SheikhⒸ , Mohanish Tatiya , Ojas
MMBB	4th	Closing Opposition	View Ballot	Aymaan SheikhⒸ , Mohanish Tatiya , Ojas
Bucharest AD	1st	Opening Government	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Revan Lim TJ
uOttawa EDS We&#x27;ve been planning this for month	4th	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Revan Lim TJ
UWODS C: Michael Chen	3rd	Closing Government	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Revan Lim TJ
TCD Hist European debating was too hard so	2nd	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Revan Lim TJ
TCD Phil with a hint of Kwame Nkru	2nd	Opening Government	View Ballot	Klaudia MaciejewskaⒸ , Aaron Wang , Ogundare Taye Oluwatobilola
TCD Hist PW	1st	Opening Opposition	View Ballot	Klaudia MaciejewskaⒸ , Aaron Wang , Ogundare Taye Oluwatobilola
Oxford D	4th	Closing Government	View Ballot	Klaudia MaciejewskaⒸ , Aaron Wang , Ogundare Taye Oluwatobilola
HUJI B	3rd	Closing Opposition	View Ballot	Klaudia MaciejewskaⒸ , Aaron Wang , Ogundare Taye Oluwatobilola
Have you tried to be better?	2nd	Opening Government	View Ballot	Juanita Hincapie RestrepoⒸ , Brian Kam , Sudiksha Aggarwal
Imperial A	3rd	Opening Opposition	View Ballot	Juanita Hincapie RestrepoⒸ , Brian Kam , Sudiksha Aggarwal
Technion A	1st	Closing Government	View Ballot	Juanita Hincapie RestrepoⒸ , Brian Kam , Sudiksha Aggarwal
kk bose	4th	Closing Opposition	View Ballot	Juanita Hincapie RestrepoⒸ , Brian Kam , Sudiksha Aggarwal
Sydney HOOD OOS	4th	Opening Government	View Ballot	Daan SpacklerⒸ , Chinmaya Mohan , Shivani Mishra
listen faster	1st	Opening Opposition	View Ballot	Daan SpacklerⒸ , Chinmaya Mohan , Shivani Mishra
Sydney DS Nuts	2nd	Closing Government	View Ballot	Daan SpacklerⒸ , Chinmaya Mohan , Shivani Mishra
Zagreb Peterčine	3rd	Closing Opposition	View Ballot	Daan SpacklerⒸ , Chinmaya Mohan , Shivani Mishra
GUU B	2nd	Opening Government	View Ballot	Adel Mostaque AhmedⒸ , Vasilije Milačić , Yeasin Arafat Limon
Chicago LP	3rd	Opening Opposition	View Ballot	Adel Mostaque AhmedⒸ , Vasilije Milačić , Yeasin Arafat Limon
KBS Ukraine A	1st	Closing Government	View Ballot	Adel Mostaque AhmedⒸ , Vasilije Milačić , Yeasin Arafat Limon
PUCP EN	4th	Closing Opposition	View Ballot	Adel Mostaque AhmedⒸ , Vasilije Milačić , Yeasin Arafat Limon
1v1 me Minecraft Bedwars	3rd	Opening Government	View Ballot	Atyia Al-HammudⒸ , Luka Gojkovic , Paolo Taino
Dartmouth name	2nd	Opening Opposition	View Ballot	Atyia Al-HammudⒸ , Luka Gojkovic , Paolo Taino
VIT DT Marketing Strategy	1st	Closing Government	View Ballot	Atyia Al-HammudⒸ , Luka Gojkovic , Paolo Taino
Warsaw Grzala	4th	Closing Opposition	View Ballot	Atyia Al-HammudⒸ , Luka Gojkovic , Paolo Taino
We should be sleeping	2nd	Opening Government	View Ballot	Alastair BowyerⒸ , Brandon Zhang , Ella O’Neill
UW BlackPink	4th	Opening Opposition	View Ballot	Alastair BowyerⒸ , Brandon Zhang , Ella O’Neill
ex exes	3rd	Closing Government	View Ballot	Alastair BowyerⒸ , Brandon Zhang , Ella O’Neill
Sydney The India - China Nexus	1st	Closing Opposition	View Ballot	Alastair BowyerⒸ , Brandon Zhang , Ella O’Neill
Brown ฅ^•ﻌ•^ฅ	2nd	Opening Opposition	View Ballot	Diggory WaddleⒸ , Theo Dorfner , Toru Oga
Carleton 1	4th	Closing Government	View Ballot	Diggory WaddleⒸ , Theo Dorfner , Toru Oga
KNUST Busy bees D&amp;D	3rd	Closing Opposition	View Ballot	Diggory WaddleⒸ , Theo Dorfner , Toru Oga
IUB A	4th	Opening Government	View Ballot	Zi Cheng (Sam) HuangⒸ , Rahul , Rajyawardhan Singh
NU Phone Who Dis	1st	Opening Opposition	View Ballot	Zi Cheng (Sam) HuangⒸ , Rahul , Rajyawardhan Singh
LSE A	2nd	Closing Government	View Ballot	Zi Cheng (Sam) HuangⒸ , Rahul , Rajyawardhan Singh
Dartmouth (OPP)enheimer	3rd	Closing Opposition	View Ballot	Zi Cheng (Sam) HuangⒸ , Rahul , Rajyawardhan Singh
