team	result	side	ballot	adjudicators
Swing 11	1st	Opening Government	View Ballot	Nir KligsbergⒸ , Yuichi Masaoka
NSUT Bing Chilling	3rd	Opening Opposition	View Ballot	Nir KligsbergⒸ , Yuichi Masaoka
UWODS Sparsie	4th	Closing Government	View Ballot	Nir KligsbergⒸ , Yuichi Masaoka
DAV XnO	2nd	Closing Opposition	View Ballot	Nir KligsbergⒸ , Yuichi Masaoka
DU - B	3rd	Opening Government	View Ballot	Sudiksha AggarwalⒸ , Ayush Kanaujia
TAU B	2nd	Opening Opposition	View Ballot	Sudiksha AggarwalⒸ , Ayush Kanaujia
IIT Bombay Why debate now when we can debate	1st	Closing Government	View Ballot	Sudiksha AggarwalⒸ , Ayush Kanaujia
HH A&amp;M	4th	Closing Opposition	View Ballot	Sudiksha AggarwalⒸ , Ayush Kanaujia
Polar Timezones	3rd	Opening Government	View Ballot	Flora BaekⒸ , Angus McGregor , Thu-Hien Thi Do
uOttawa EDS No planning	2nd	Opening Opposition	View Ballot	Flora BaekⒸ , Angus McGregor , Thu-Hien Thi Do
Chicago YS	4th	Closing Government	View Ballot	Flora BaekⒸ , Angus McGregor , Thu-Hien Thi Do
Oxford bro stop tipping my points	1st	Closing Opposition	View Ballot	Flora BaekⒸ , Angus McGregor , Thu-Hien Thi Do
Technion A	3rd	Opening Government	View Ballot	Klaudia MaciejewskaⒸ , Rahul , Simon Luo
HUJI Who	1st	Opening Opposition	View Ballot	Klaudia MaciejewskaⒸ , Rahul , Simon Luo
Oxford I Met God and She Works at McKinse	2nd	Closing Government	View Ballot	Klaudia MaciejewskaⒸ , Rahul , Simon Luo
Zagreb A	4th	Closing Opposition	View Ballot	Klaudia MaciejewskaⒸ , Rahul , Simon Luo
Mumbai Osaka MM	4th	Opening Government	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Pratham Dikshit
Zagreb Peterčine	1st	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Pratham Dikshit
HH Googlolplex	3rd	Closing Government	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Pratham Dikshit
NU Phone Who Dis	2nd	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Dino Wildi , Pratham Dikshit
NTU QWERTYU	4th	Opening Government	View Ballot	Guilherme PereiraⒸ , Andy Mookerjea , Vasilije MilačićⓉ
TCD Hist We&#x27;re Kenough	2nd	Opening Opposition	View Ballot	Guilherme PereiraⒸ , Andy Mookerjea , Vasilije MilačićⓉ
MMBB	1st	Closing Government	View Ballot	Guilherme PereiraⒸ , Andy Mookerjea , Vasilije MilačićⓉ
MUST Hair Dye and Korean Girl	3rd	Closing Opposition	View Ballot	Guilherme PereiraⒸ , Andy Mookerjea , Vasilije MilačićⓉ
Brown ฅ^•ﻌ•^ฅ	2nd	Opening Government	View Ballot	Eric KazadiⒸ , Paula Breyer
Dartmouth (OPP)enheimer	1st	Opening Opposition	View Ballot	Eric KazadiⒸ , Paula Breyer
GUU D(efinitely the best Glasgow team)	3rd	Closing Government	View Ballot	Eric KazadiⒸ , Paula Breyer
Budapest BanDia	4th	Closing Opposition	View Ballot	Eric KazadiⒸ , Paula Breyer
PUCP EN	2nd	Opening Government	View Ballot	Jonathan TuliaoⒸ , Mostafizur Rahman Fahim
我們一起學喵叫	3rd	Opening Opposition	View Ballot	Jonathan TuliaoⒸ , Mostafizur Rahman Fahim
We should be sleeping	1st	Closing Government	View Ballot	Jonathan TuliaoⒸ , Mostafizur Rahman Fahim
HUJI S&amp;I	4th	Closing Opposition	View Ballot	Jonathan TuliaoⒸ , Mostafizur Rahman Fahim
GUU B	3rd	Opening Government	View Ballot	Lucy McManusⒸ
VIT DT Marketing Strategy	2nd	Opening Opposition	View Ballot	Lucy McManusⒸ
Santo Tomas - Theory Can Only Take You So Far	4th	Closing Government	View Ballot	Lucy McManusⒸ
Ilorin/Mouau	1st	Closing Opposition	View Ballot	Lucy McManusⒸ
ex exes	2nd	Opening Opposition	View Ballot	Diggory WaddleⒸ , Rohan Alliker
PUCP Djokovic´s Missing Shot (yeah, tha	3rd	Closing Government	View Ballot	Diggory WaddleⒸ , Rohan Alliker
Stanford DF	1st	Closing Opposition	View Ballot	Diggory WaddleⒸ , Rohan Alliker
GNLU hoMANs	3rd	Opening Government	View Ballot	Rushdoon AhmedⒸ , Trudeau Okech
Uniandes OV	4th	Opening Government	View Ballot	Diggory WaddleⒸ , Rohan Alliker
NSUT Quick Wits	4th	Opening Opposition	View Ballot	Rushdoon AhmedⒸ , Trudeau Okech
Swing 9	2nd	Closing Government	View Ballot	Rushdoon AhmedⒸ , Trudeau Okech
Swing 10	1st	Closing Opposition	View Ballot	Rushdoon AhmedⒸ , Trudeau Okech
CU B	3rd	Opening Government	View Ballot	Ryosei KobayashiⒸ , Toru Oga
BRAC A	2nd	Opening Opposition	View Ballot	Ryosei KobayashiⒸ , Toru Oga
Belgrade D	1st	Closing Government	View Ballot	Ryosei KobayashiⒸ , Toru Oga
NSUT Wonka&#x27;s Loompas	4th	Closing Opposition	View Ballot	Ryosei KobayashiⒸ , Toru Oga
IIT Bombay Beyond the fiction of reality, the	3rd	Opening Government	View Ballot	Alexandra McCreadieⒸ , Brian Kam
Bates celiBates	2nd	Opening Opposition	View Ballot	Alexandra McCreadieⒸ , Brian Kam
SLS Pune Where is my teammate? (Going thru	4th	Closing Government	View Ballot	Alexandra McCreadieⒸ , Brian Kam
Bucharest AD	1st	Closing Opposition	View Ballot	Alexandra McCreadieⒸ , Brian Kam
Warsaw Grzala	4th	Opening Government	View Ballot	Davida PaulⒸ , Eli Ferrell
Weizmann DS	3rd	Opening Opposition	View Ballot	Davida PaulⒸ , Eli Ferrell
Have you tried to be better?	2nd	Closing Government	View Ballot	Davida PaulⒸ , Eli Ferrell
Oxford D	1st	Closing Opposition	View Ballot	Davida PaulⒸ , Eli Ferrell
Stanford BC	4th	Opening Government	View Ballot	Daan SpacklerⒸ , Joshua Cohen
Sydney Aspiring Mongers: Fear and Fish	3rd	Opening Opposition	View Ballot	Daan SpacklerⒸ , Joshua Cohen
Chicago/Hopkins GW	2nd	Closing Government	View Ballot	Daan SpacklerⒸ , Joshua Cohen
UWODS Western A+	1st	Closing Opposition	View Ballot	Daan SpacklerⒸ , Joshua Cohen
DTU masti nahi rukni chahiy	4th	Opening Government	View Ballot	Aymaan SheikhⒸ , Yonatan Klyiner
Berlin Utilitarian arguments disguised as	3rd	Opening Opposition	View Ballot	Aymaan SheikhⒸ , Yonatan Klyiner
UCL A or: HILTSWALMP	2nd	Closing Government	View Ballot	Aymaan SheikhⒸ , Yonatan Klyiner
Belgrade C(popuni ovo)	1st	Closing Opposition	View Ballot	Aymaan SheikhⒸ , Yonatan Klyiner
UHAS Boston Warriors	4th	Opening Government	View Ballot	Alexander FraserⒸ , Becky Alek , Tracey AnkrahⓉ
bantal princess	2nd	Opening Opposition	View Ballot	Alexander FraserⒸ , Becky Alek , Tracey AnkrahⓉ
Katipunan BM	3rd	Closing Government	View Ballot	Alexander FraserⒸ , Becky Alek , Tracey AnkrahⓉ
kk bose	1st	Closing Opposition	View Ballot	Alexander FraserⒸ , Becky Alek , Tracey AnkrahⓉ
cooked so hard we set Cali on fire	4th	Opening Government	View Ballot	Gazi MahtabⒸ , Carlo Giron
Rosario Gustavo Bolivar no será alcalde de	3rd	Opening Opposition	View Ballot	Gazi MahtabⒸ , Carlo Giron
CU A	2nd	Closing Government	View Ballot	Gazi MahtabⒸ , Carlo Giron
USFQ DS	1st	Closing Opposition	View Ballot	Gazi MahtabⒸ , Carlo Giron
KNUST AIMS	3rd	Opening Government	View Ballot	Alastair BowyerⒸ , Ayafa Tonye
HH xXminecraftluvrXx	4th	Opening Opposition	View Ballot	Alastair BowyerⒸ , Ayafa Tonye
Chicago JH	2nd	Closing Government	View Ballot	Alastair BowyerⒸ , Ayafa Tonye
uOttawa EDS We&#x27;ve been planning this for month	1st	Closing Opposition	View Ballot	Alastair BowyerⒸ , Ayafa Tonye
St Andrews Musk building infrastructure in (A	2nd	Opening Opposition	View Ballot	Shireen AliⒸ , Mohanish Tatiya , Oisín Browne
listen faster	1st	Closing Government	View Ballot	Shireen AliⒸ , Mohanish Tatiya , Oisín Browne
EUDU MS	3rd	Closing Opposition	View Ballot	Shireen AliⒸ , Mohanish Tatiya , Oisín Browne
DTU Wait….this isn’t Nepal??	4th	Opening Government	View Ballot	Prashasti SaxenaⒸ , Ayal Mor , Oliver ChowⓉ
LSE Shaurya&#x27;s hair is unKempt	2nd	Opening Government	View Ballot	Craig McDonaldⒸ , Aniket Chakravorty , Kaustubh Jain
HH going GOBLIN MODE	3rd	Opening Opposition	View Ballot	Craig McDonaldⒸ , Aniket Chakravorty , Kaustubh Jain
Rusty Crabs	4th	Closing Government	View Ballot	Craig McDonaldⒸ , Aniket Chakravorty , Kaustubh Jain
McGill M.D. U?	1st	Closing Opposition	View Ballot	Craig McDonaldⒸ , Aniket Chakravorty , Kaustubh Jain
UW ✨ generation gap ✨	3rd	Opening Government	View Ballot	Atyia Al-HammudⒸ , Sehaj Reen , Ocean LinⓉ
Carleton 1	2nd	Opening Opposition	View Ballot	Atyia Al-HammudⒸ , Sehaj Reen , Ocean LinⓉ
pizz chillers	1st	Closing Government	View Ballot	Atyia Al-HammudⒸ , Sehaj Reen , Ocean LinⓉ
HH Take a shot for every “so true”	4th	Closing Opposition	View Ballot	Atyia Al-HammudⒸ , Sehaj Reen , Ocean LinⓉ
alex squared	2nd	Opening Opposition	View Ballot	Prashasti SaxenaⒸ , Ayal Mor , Oliver ChowⓉ
For Business	3rd	Closing Government	View Ballot	Prashasti SaxenaⒸ , Ayal Mor , Oliver ChowⓉ
HUJI B	1st	Closing Opposition	View Ballot	Prashasti SaxenaⒸ , Ayal Mor , Oliver ChowⓉ
TCD Phil with a hint of Kwame Nkru	1st	Opening Government	View Ballot	Diego DuarteⒸ , Emily Paulin , Ethan JiangⓉ
UWODS C: Michael Chen	2nd	Opening Opposition	View Ballot	Diego DuarteⒸ , Emily Paulin , Ethan JiangⓉ
Stanford DQ	4th	Closing Government	View Ballot	Diego DuarteⒸ , Emily Paulin , Ethan JiangⓉ
KNUST Busy bees D&amp;D	3rd	Closing Opposition	View Ballot	Diego DuarteⒸ , Emily Paulin , Ethan JiangⓉ
Bates pink crocks no socks	4th	Opening Government	View Ballot	Juanita Hincapie RestrepoⒸ , Adel Mostaque Ahmed
TCD Hist PW	3rd	Opening Opposition	View Ballot	Juanita Hincapie RestrepoⒸ , Adel Mostaque Ahmed
Belgrade A	1st	Closing Government	View Ballot	Juanita Hincapie RestrepoⒸ , Adel Mostaque Ahmed
Matt and Tejas	2nd	Closing Opposition	View Ballot	Juanita Hincapie RestrepoⒸ , Adel Mostaque Ahmed
LSE D	2nd	Opening Government	View Ballot	Medhavini SinghⒸ , Lior Finkelman
OSCA A	1st	Opening Opposition	View Ballot	Medhavini SinghⒸ , Lior Finkelman
BP&gt;APDA	3rd	Closing Government	View Ballot	Medhavini SinghⒸ , Lior Finkelman
EUDU Tom and Foolery - friends to foes	4th	Closing Opposition	View Ballot	Medhavini SinghⒸ , Lior Finkelman
Oxford AP	3rd	Opening Government	View Ballot	Jack PalmerⒸ , Ayisha Abdul-Somed , Zach Godley-McAvoy
KCL if we were in 1945, Kamila would’v	2nd	Opening Opposition	View Ballot	Jack PalmerⒸ , Ayisha Abdul-Somed , Zach Godley-McAvoy
Sydney TBC	4th	Closing Government	View Ballot	Jack PalmerⒸ , Ayisha Abdul-Somed , Zach Godley-McAvoy
Sydney HOOD OOS	1st	Closing Opposition	View Ballot	Jack PalmerⒸ , Ayisha Abdul-Somed , Zach Godley-McAvoy
Sydney Don&#x27;tWorry	4th	Opening Government	View Ballot	Anna SawickaⒸ
KNUST Dorvlo and Opoku: KNUST A	2nd	Opening Opposition	View Ballot	Anna SawickaⒸ
IIT Bombay WUDC love triangle complete	3rd	Closing Government	View Ballot	Anna SawickaⒸ
NU S	1st	Closing Opposition	View Ballot	Anna SawickaⒸ
Chicago LP	4th	Opening Government	View Ballot	Alek SelvelievⒸ , Vrinda Kudsia , Ananya DasⓉ
TCD Hist European debating was too hard so	1st	Opening Opposition	View Ballot	Alek SelvelievⒸ , Vrinda Kudsia , Ananya DasⓉ
Hegelian Finance Bros	3rd	Closing Government	View Ballot	Alek SelvelievⒸ , Vrinda Kudsia , Ananya DasⓉ
Sciences Po this is a PWSC marketing scheme	2nd	Closing Opposition	View Ballot	Alek SelvelievⒸ , Vrinda Kudsia , Ananya DasⓉ
IUB A	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Andjela Milojevic , Keshav R
Sydney JO Mama	4th	Opening Opposition	View Ballot	Pranav AnandⒸ , Andjela Milojevic , Keshav R
1v1 me Minecraft Bedwars	3rd	Closing Government	View Ballot	Pranav AnandⒸ , Andjela Milojevic , Keshav R
Imperial A	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Andjela Milojevic , Keshav R
Triplespeaking here and two other	4th	Opening Government	View Ballot	Shireen AliⒸ , Mohanish Tatiya , Oisín Browne
Swing 5	2nd	Opening Government	View Ballot	Kyewalyanga HenryⒸ , Oladi Gabisi
